SchoolId,SportId,PopularName,ProperName,NickName,Colors,LeaugeName,LeaugeId,HeadCoach,PrimaryColorCode,ImagePath,Classification,Record,Enrollment,City,State,Address1,Address2,Zip,Phone,Fax,VanityUrl,MapURL,WebSite,IsMiddleSchool,ClassificationCalculationSteps,ClassificationCalculationStepsHtml,SportSeasonId,EnrollmentData,TicketUrl,OldSchoolId,SchoolNameWithId,Lat,Lng,Closest_Field_1,Closest_Field_2,Closest_Field_3,Distance_1,Distance_2,Distance_3,Enrollment_Class,Enrollment_Class_Calculated
4247,0,Flint Kearsley,Kearsley HS,Hornets,Royal Blue & Gold,Flint Metro League,6914,,#003366,mhsaasize/4712.png,A,,867,Flint,MI,4302 Underhill Dr,,48506,(810) 591-5307,(810) 591-9888,kearsley,"https://maps.google.com/maps?q=Flint Kearsley+4302 Underhill Dr++Flint, MI, 48506",http://www.kearsleyschools.org,False,"['Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.']","<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 864.<br />* Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.</td></tr><tr><td>9</td><td>186</td><td>139</td><td>325</td></tr><tr><td>10</td><td>108</td><td>102</td><td>210</td></tr><tr><td>11</td><td>75</td><td>79</td><td>154</td></tr><tr><td>12</td><td>87</td><td>91</td><td>178</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 186, 'GirlsCount': 139, 'CombinedCount': 325}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 108, 'GirlsCount': 102, 'CombinedCount': 210}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 75, 'GirlsCount': 79, 'CombinedCount': 154}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 87, 'GirlsCount': 91, 'CombinedCount': 178}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI4412,4712.0,Flint Kearsley (4712),43.0701571,-83.61153829999999,Flint Kearsley HS,Genesee HS,Burton Bentley HS,0.2259622855718792,3.233863696572051,3.310621375978946,Div_1,D
4248,0,Kalamazoo Hackett Catholic Prep,Hackett Catholic Prep,Irish,Green & White,Southwestern Athletic Conference,6984,,,4248.png,C,,213,Kalamazoo,MI,1000 W. Kilgore Road,,49008,(269) 381-2646,(269) 381-3919,hackett,"https://maps.google.com/maps?q=Kalamazoo Hackett Catholic Prep+1000 W Kilgore++Kalamazoo, MI, 49008",https://csgk.org/hackett-welcome,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 213.</td></tr><tr><td>9</td><td>30</td><td>22</td><td>52</td></tr><tr><td>10</td><td>27</td><td>28</td><td>55</td></tr><tr><td>11</td><td>24</td><td>28</td><td>52</td></tr><tr><td>12</td><td>27</td><td>27</td><td>54</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 30, 'GirlsCount': 22, 'CombinedCount': 52}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 27, 'GirlsCount': 28, 'CombinedCount': 55}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 24, 'GirlsCount': 28, 'CombinedCount': 52}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 27, 'GirlsCount': 27, 'CombinedCount': 54}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10218,4720.0,Kalamazoo Hackett Catholic Prep (4720),42.2462268,-85.5978646,Kalamazoo Hackett Prep High School,Portage Northern High School,Kalamazoo Loy Norrix HS,0.1077220497051176,0.729453664057198,1.2580363347766967,Div_3,B
4249,0,Detroit Winans Academy,Marvin L Winans Academy of Performing Arts,Saints,Maroon & White,,0,,#003366,,,,0,Detroit,MI,7616 E Nevada St,,48234,(313) 365-5578,(313) 365-5684,winansacademy,"https://maps.google.com/maps?q=Detroit Winans Academy+7616 E Nevada St++Detroit, MI, 48234",http://www.winans.spfs.k12.mi.us/,False,,,0,,,4728.0,Detroit Winans Academy (4728),42.4264372,-83.0254789,Laura F. Osborn HS,Hamtramck High School,Warren Fitzgerald HS,1.2959681572922193,2.5732762261496687,3.845387578612281,Div_4,A
4250,0,Waterford Our Lady of the Lakes,Our Lady Of The Lakes HS,Lakers,Blue & White,Catholic High School League,6901,,#003366,4250.png,D,,91,Waterford,MI,5495 Dixie Hwy,,48329,(248) 623-0340,(248) 623-2723,oll,"https://maps.google.com/maps?q=Waterford Our Lady of the Lakes+5495 Dixie Hwy++Waterford, MI, 48329",http://www.ollonline.org/,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 91.</td></tr><tr><td>9</td><td>9</td><td>7</td><td>16</td></tr><tr><td>10</td><td>11</td><td>5</td><td>16</td></tr><tr><td>11</td><td>18</td><td>19</td><td>37</td></tr><tr><td>12</td><td>14</td><td>8</td><td>22</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 9, 'GirlsCount': 7, 'CombinedCount': 16}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 11, 'GirlsCount': 5, 'CombinedCount': 16}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 18, 'GirlsCount': 19, 'CombinedCount': 37}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 14, 'GirlsCount': 8, 'CombinedCount': 22}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10049,4745.0,Waterford Our Lady of the Lakes (4745),42.6974138,-83.39913550000001,Waterford Our Lady of the Lakes High School,Waterford Kettering HS,Clarkston HS,0.0387537307835992,1.1697058278852157,2.895990532210861,Div_3,B
4251,0,Saginaw Arthur Hill,Arthur Hill HS,Lumberjacks,Navy & Gold,Saginaw Valley Conference,6974,,#003366,mhsaasize/4753.png,B,,775,Saginaw,MI,3115 Mackinaw,,48602,(989) 399-5800,(989) 399-5815,arthurhill,"https://maps.google.com/maps?q=Saginaw Arthur Hill+3115 Mackinaw++Saginaw, MI, 48602",http://pub.spsd.net/arthurhill/index.html,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 775.</td></tr><tr><td>9</td><td>133</td><td>109</td><td>242</td></tr><tr><td>10</td><td>82</td><td>67</td><td>149</td></tr><tr><td>11</td><td>80</td><td>98</td><td>178</td></tr><tr><td>12</td><td>71</td><td>89</td><td>160</td></tr><tr><td>Other programs draw</td><td>28</td><td>18</td><td>46</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 133, 'GirlsCount': 109, 'CombinedCount': 242}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 82, 'GirlsCount': 67, 'CombinedCount': 149}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 80, 'GirlsCount': 98, 'CombinedCount': 178}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 71, 'GirlsCount': 89, 'CombinedCount': 160}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 28, 'GirlsCount': 18, 'CombinedCount': 46}]",https://gofan.co/app/school/MI4033,4753.0,Saginaw Arthur Hill (4753),43.4283261,-83.9916207,Saginaw Arthur Hill HS,Saginaw Heritage HS - Field 2,Saginaw Heritage HS,0.0715284990422257,2.1319418439082147,2.158568682020646,Div_1,D
4252,0,Alba,Alba HS,Wildcats,Red & White,,0,,#003366,4761.JPG,D,,33,Alba,MI,5935 Elm St,,49611,(231) 584-2000,(231) 584-2001,alba,"https://maps.google.com/maps?q=Alba+5935 Elm St+PO Box 10+Alba, MI, 49611",http://www.albaschool.org,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 33.</td></tr><tr><td>9</td><td>6</td><td>4</td><td>10</td></tr><tr><td>10</td><td>3</td><td>9</td><td>12</td></tr><tr><td>11</td><td>0</td><td>4</td><td>4</td></tr><tr><td>12</td><td>5</td><td>2</td><td>7</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 6, 'GirlsCount': 4, 'CombinedCount': 10}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 3, 'GirlsCount': 9, 'CombinedCount': 12}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 0, 'GirlsCount': 4, 'CombinedCount': 4}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 5, 'GirlsCount': 2, 'CombinedCount': 7}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10301,4761.0,Alba (4761),44.9774523,-84.97004419999999,Mancelona HS,Bellaire High School - high_school,East Jordan HS,7.547165712442342,10.812179021805523,14.226221916879762,Div_4,A
4253,0,Port Huron,Port Huron HS,Big Reds,Red & White,Macomb Area Conference,6940,,#003366,4253.jpg,A,,1138,,,,,,(810) 984-2611,(810) 958-0274,porthuron,"https://maps.google.com/maps?q=Port Huron+2215 Court St++Port Huron, MI, 48060",https://www.phasd.us/o/phhs,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 1138.</td></tr><tr><td>9</td><td>167</td><td>144</td><td>311</td></tr><tr><td>10</td><td>150</td><td>173</td><td>323</td></tr><tr><td>11</td><td>134</td><td>124</td><td>258</td></tr><tr><td>12</td><td>116</td><td>130</td><td>246</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 167, 'GirlsCount': 144, 'CombinedCount': 311}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 150, 'GirlsCount': 173, 'CombinedCount': 323}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 134, 'GirlsCount': 124, 'CombinedCount': 258}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 116, 'GirlsCount': 130, 'CombinedCount': 246}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10058,4778.0,Port Huron (4778),0.0,0.0,Ashley HS - Field 2 (SE),Ashley HS - Field 1 (NW),Stevensville Lakeshore HS,5528.2209296211895,5528.4782052255,5788.775088635607,Div_1,D
4254,0,Almont,Almont HS,Raiders,Orange & Black,Blue Water Area Conference,6898,,#003366,4254.jpg,B,,423,Almont,MI,4701 Howland Rd,,48003,(810) 798-8595,(810) 798-7011,almont,"https://maps.google.com/maps?q=Almont+4701 Howland Rd++Almont, MI, 48003",www.almontschools.org,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 423.</td></tr><tr><td>9</td><td>65</td><td>65</td><td>130</td></tr><tr><td>10</td><td>51</td><td>40</td><td>91</td></tr><tr><td>11</td><td>49</td><td>50</td><td>99</td></tr><tr><td>12</td><td>62</td><td>41</td><td>103</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 65, 'GirlsCount': 65, 'CombinedCount': 130}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 51, 'GirlsCount': 40, 'CombinedCount': 91}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 49, 'GirlsCount': 50, 'CombinedCount': 99}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 62, 'GirlsCount': 41, 'CombinedCount': 103}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI9884,4786.0,Almont (4786),42.9303661,-83.04138189999999,Almont HS,Dryden HS,Capac HS,0.1542794953079801,5.512462954082293,7.989511303480883,Div_2,C
4255,0,Portage Northern,Portage Northern HS,Huskies,Brown & White,Southwestern Michigan Athletic Conference ,6985,,#003366,mhsaasize/4794.png,A,,1271,Portage,MI,1000 Idaho,,49024,(269) 323-5400,(269) 323-5490,portagenorthern,"https://maps.google.com/maps?q=Portage Northern+1000 Idaho++Portage, MI, 49024",https://portageps.org/nhs/,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 1271.</td></tr><tr><td>9</td><td>179</td><td>155</td><td>334</td></tr><tr><td>10</td><td>179</td><td>154</td><td>333</td></tr><tr><td>11</td><td>145</td><td>162</td><td>307</td></tr><tr><td>12</td><td>155</td><td>142</td><td>297</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 179, 'GirlsCount': 155, 'CombinedCount': 334}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 179, 'GirlsCount': 154, 'CombinedCount': 333}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 145, 'GirlsCount': 162, 'CombinedCount': 307}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 155, 'GirlsCount': 142, 'CombinedCount': 297}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10256,4794.0,Portage Northern (4794),42.235028,-85.59866819999999,Portage Northern High School,Kalamazoo Hackett Prep High School,Kalamazoo Loy Norrix HS,0.0457694603872605,0.8649367524372736,1.285098385480457,Div_1,D
4256,0,Swartz Creek,Swartz Creek HS,Dragons,Red & White,Flint Metro League,6914,,#003366,4256.jpg,A,,1172,Swartz Creek,MI,One Dragon Drive,,48473,(810) 591-1809,,swartzcreek,"https://maps.google.com/maps?q=Swartz Creek+One Dragon Drive++Swartz Creek, MI, 48473",https://hs.swartzcreek.org/,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 1172.</td></tr><tr><td>9</td><td>157</td><td>149</td><td>306</td></tr><tr><td>10</td><td>135</td><td>117</td><td>252</td></tr><tr><td>11</td><td>126</td><td>111</td><td>237</td></tr><tr><td>12</td><td>116</td><td>111</td><td>227</td></tr><tr><td>Other programs draw</td><td>79</td><td>71</td><td>150</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 157, 'GirlsCount': 149, 'CombinedCount': 306}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 135, 'GirlsCount': 117, 'CombinedCount': 252}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 126, 'GirlsCount': 111, 'CombinedCount': 237}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 116, 'GirlsCount': 111, 'CombinedCount': 227}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 79, 'GirlsCount': 71, 'CombinedCount': 150}]",https://gofan.co/app/school/MI3681,4803.0,Swartz Creek (4803),42.9553089,-83.8421611,Swartz Creek HS,Flint Carman-Ainsworth HS,Durand HS - high school,0.3796258236685675,6.10451279703455,7.597241007642112,Div_1,D
4257,0,Detroit Central,Detroit Central HS,Trailblazers,Navy Blue & White,Detroit Public Schools League,6912,,#003366,,C,,318,Detroit,MI,2425 Tuxedo St.,,48206,(313) 252-3000,(313) 853-3286,centralcollegiate,"https://maps.google.com/maps?q=Detroit Central+2425 Tuxedo St.++Detroit, MI, 48206",https://www.detroitk12.org/central,False,"['Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.']","<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 317.<br />* Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.</td></tr><tr><td>9</td><td>50</td><td>50</td><td>100</td></tr><tr><td>10</td><td>52</td><td>44</td><td>96</td></tr><tr><td>11</td><td>35</td><td>30</td><td>65</td></tr><tr><td>12</td><td>33</td><td>24</td><td>57</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 50, 'GirlsCount': 50, 'CombinedCount': 100}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 52, 'GirlsCount': 44, 'CombinedCount': 96}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 35, 'GirlsCount': 30, 'CombinedCount': 65}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 33, 'GirlsCount': 24, 'CombinedCount': 57}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI9909,4811.0,Detroit Central (4811),42.38358909999999,-83.11178269999999,Adams Butzel Complex - Detroit Communication Media Arts HS - maybe,Hamtramck High School,Detroit Mumford HS,2.999471729666745,3.33432460473658,3.656895116562759,Div_2,C
4258,0,Reese,Reese HS,Rockets,Maroon & Gold,Greater Thumb Conference,6922,,#003366,mhsaasize/4828.png,C,,272,Reese,MI,1696 S VanBuren,PO Box 389,48757,(989) 868-4191,(989) 868-4091,reese,https://goo.gl/maps/TE6mjV8avJjPE1uD9,http://www.reese.k12.mi.us/,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 272.</td></tr><tr><td>9</td><td>37</td><td>32</td><td>69</td></tr><tr><td>10</td><td>37</td><td>33</td><td>70</td></tr><tr><td>11</td><td>37</td><td>27</td><td>64</td></tr><tr><td>12</td><td>33</td><td>36</td><td>69</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 37, 'GirlsCount': 32, 'CombinedCount': 69}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 37, 'GirlsCount': 33, 'CombinedCount': 70}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 37, 'GirlsCount': 27, 'CombinedCount': 64}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 33, 'GirlsCount': 36, 'CombinedCount': 69}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI3521,4828.0,Reese (4828),43.4505787,-83.6963533,Reese HS,Reese HS - Field 2,Vassar HS,0.6466008823457546,0.7140165824485061,7.441433096298247,Div_3,B
4259,0,Ida,Ida HS,Bluestreaks,Royal Blue & Gold,Lenawee County Athletic Assn,6939,,#003366,mhsaasize/4836.png,B,,418,Ida,MI,3145 Prairie,,48140,(734) 269-3485,(734) 269-3495,ida,"https://maps.google.com/maps?q=Ida+3145 Prairie++Ida, MI, 48140",http://www.idaschools.org,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 418.</td></tr><tr><td>9</td><td>51</td><td>57</td><td>108</td></tr><tr><td>10</td><td>54</td><td>51</td><td>105</td></tr><tr><td>11</td><td>51</td><td>41</td><td>92</td></tr><tr><td>12</td><td>57</td><td>42</td><td>99</td></tr><tr><td>Other programs draw</td><td>5</td><td>9</td><td>14</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 51, 'GirlsCount': 57, 'CombinedCount': 108}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 54, 'GirlsCount': 51, 'CombinedCount': 105}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 51, 'GirlsCount': 41, 'CombinedCount': 92}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 57, 'GirlsCount': 42, 'CombinedCount': 99}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 5, 'GirlsCount': 9, 'CombinedCount': 14}]",https://gofan.co/app/school/MI9982,4836.0,Ida (4836),41.9063178,-83.5693829,Ida HS,Dundee HS,Petersburg Summerfield HS,0.1554207310929863,5.9224020586857735,6.882484625928173,Div_2,C
4260,0,Hopkins,Hopkins HS,Vikings,Royal Blue & White,OK Conference ,6963,,#003366,mhsaasize/4844.png,B,,503,Hopkins,MI,333 Clark St,,49328,(269) 793-7616,(888) 557-7919,hopkins,"https://maps.google.com/maps?q=Hopkins+333 Clark St++Hopkins, MI, 49328",www.hpsvikings.org,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 503.</td></tr><tr><td>9</td><td>90</td><td>62</td><td>152</td></tr><tr><td>10</td><td>62</td><td>81</td><td>143</td></tr><tr><td>11</td><td>48</td><td>53</td><td>101</td></tr><tr><td>12</td><td>56</td><td>51</td><td>107</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 90, 'GirlsCount': 62, 'CombinedCount': 152}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 62, 'GirlsCount': 81, 'CombinedCount': 143}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 48, 'GirlsCount': 53, 'CombinedCount': 101}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 56, 'GirlsCount': 51, 'CombinedCount': 107}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10227,4844.0,Hopkins (4844),42.6209367,-85.759455,Hopkins HS,Wayland HS,Allegan HS,0.1247848584640456,7.385191730750623,8.559092973314385,Div_2,C
4261,0,Lake Leelanau St Mary,St Mary HS,Eagles,Royal Blue & White,,0,,#003366,4860.PNG,D,,65,Lake Leelanau,MI,303 S St Mary St,PO Box 340,49653,(231) 256-9636,(231) 256-7239,lakeleelanaustmary,https://goo.gl/maps/gcPDwqNoiuK2,http://www.stmarysll.org,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 65.</td></tr><tr><td>9</td><td>8</td><td>10</td><td>18</td></tr><tr><td>10</td><td>6</td><td>8</td><td>14</td></tr><tr><td>11</td><td>6</td><td>14</td><td>20</td></tr><tr><td>12</td><td>5</td><td>8</td><td>13</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 8, 'GirlsCount': 10, 'CombinedCount': 18}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 6, 'GirlsCount': 8, 'CombinedCount': 14}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 6, 'GirlsCount': 14, 'CombinedCount': 20}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 5, 'GirlsCount': 8, 'CombinedCount': 13}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10370,4860.0,Lake Leelanau St Mary (4860),44.9796114,-85.7135242,Lake Leelanau St Mary HS,Suttons Bay HS,Glen Lake Community HS,0.3587976199512676,2.912685636306213,13.388302638357294,Div_4,A
