ProperName,PopularName,ProperName_Score,PopularName_Score,MHSAA_SchoolId,SchoolInfo_Index,School_Name,City
constantine high school,Constantine,100,59,4460,290,constantine high school,CONSTANTINE
fraser high school,Fraser,100,46,4461,433,fraser high school,FRASER
pine river area high school,LeRoy Pine River,100,50,4462,989,pine river area high school,LEROY
forest hills northern high school,Grand Rapids Forest Hills Northern,81,55,4463,1002,port huron northern high school,PORT HURON
ypsilanti high school,Ypsilanti,84,46,4464,833,milan high school,MILAN
fordson high school,Dearborn Fordson,100,56,4465,423,fordson high school,DEARBORN
east jackson high school,East Jackson,88,71,4466,619,jackson high school,JACKSON
vestaburg high school,Vestaburg,86,42,4467,1217,vicksburg high school,VICKSBURG
western international high school,Detroit Western,100,53,4468,1277,western international high school,DETROIT
benton harbor high school,Benton Harbor,100,58,4469,103,benton harbor high school,BENTON HARBOR
oxford high school,Oxford,100,42,4470,958,oxford high school,OXFORD
lake shore high school,St Clair Shores Lake Shore,100,48,4471,680,lake shore high school,SAINT CLAIR SHORES
marlette high school,Marlette,89,53,4472,786,marlette jrsr high school,MARLETTE
grand rapids christian high school,Grand Rapids Christian,100,68,4473,1369,grand rapids christian high school,GRAND RAPIDS
our lady of the lake catholic high school,St Joseph Our Lady of the Lake Catholic,92,68,4474,1424,our lady of the lakes catholic school,WATERFORD
manton high school,Manton,94,42,4475,172,canton high school,CANTON
benedictine high school,Detroit Benedictine,83,52,4476,98,bendle high school,BURTON
portland high school,Portland,100,50,4477,1007,portland high school,PORTLAND
perry high school,Perry,100,40,4478,976,perry high school,PERRY
menominee high school,Menominee,100,53,4479,811,menominee high school,MENOMINEE
lake fenton high school,Lake Fenton,100,53,4480,676,lake fenton high school,Linden
west iron county high school,West Iron County,100,59,4481,1267,west iron county high school,IRON RIVER
mesick high school,Mesick,86,36,4482,1404,mercy high school,FARMINGTON HILLS
roscommon high school,Roscommon,100,53,4483,1056,roscommon high school,ROSCOMMON
morenci area high school,Morenci,88,38,4484,850,morrice area high school,MORRICE
yale high school,Yale,91,57,4485,1067,salem high school,CANTON
morrice high school,Morrice,88,45,4486,850,morrice area high school,MORRICE
cranbrook kingswood high school,Bloomfield Hills Cranbrook Kingswood,73,62,4487,310,crestwood high school,DEARBORN HEIGHTS
plainwell high school,Plainwell,100,53,4488,996,plainwell high school,PLAINWELL
springport high school,Springport,100,56,4489,1112,springport high school,SPRINGPORT
ad johnston,Bessemer,56,46,4490,13,ad johnston jrsr high school,BESSEMER
blissfield high school,Blissfield,100,56,4491,121,blissfield high school,BLISSFIELD
mendon high school,Mendon,87,67,4492,811,menominee high school,MENOMINEE
williamston high school,Williamston,100,59,4493,1294,williamston high school,WILLIAMSTON
northwest high school,Jackson Northwest,100,67,4494,910,northwest high school,JACKSON
calumet high school,Calumet,100,46,4495,169,calumet high school,CALUMET
northern michigan christian high school,McBain Northern Michigan Christian,93,74,4496,1416,northern michigan christian school,MC BAIN
north dickinson high school,Felch North Dickinson,90,60,4497,893,north dickinson school,FELCH
ottawa hills high school,Grand Rapids Ottawa Hills,100,54,4498,949,ottawa hills high school,GRAND RAPIDS
fowlerville high school,Fowlerville,100,59,4499,427,fowlerville high school,FOWLERVILLE
lawton high school,Lawton,100,48,4500,703,lawton high school,LAWTON
bronson high school,Bronson,89,46,4501,132,brandon high school,ORTONVILLE
dearborn high school,Dearborn,100,50,4502,323,dearborn high school,DEARBORN
hudson area high school,Hudson,90,67,4503,575,hudson area jrsr high school,HUDSON
fulton high school,Fulton,100,42,4504,444,fulton high school,MIDDLETON
watersmeet high school,Watersmeet,83,53,4505,1246,watersmeet township school,Watersmeet
carsonville-port sanilac,Carsonville-Port Sanilac,92,80,4506,198,carsonvilleport sanilac hs,CARSONVILLE
muskegon high school,Muskegon,100,50,4507,864,muskegon high school,MUSKEGON
mayville high school,Mayville,95,59,4508,795,marysville high school,MARYSVILLE
utica high school,Utica,100,44,4509,1202,utica high school,Utica
east catholic high school,Detroit East Catholic,96,60,4510,1462,west catholic high school,GRAND RAPIDS
lathrup high school,Southfield-Lathrup,86,49,4511,73,bath high school,Bath
harper creek high school,Battle Creek Harper Creek,100,62,4512,517,harper creek high school,BATTLE CREEK
jefferson high school,Monroe Jefferson,100,53,4513,627,jefferson high school,NEWPORT
ashley high school,Ashley,100,45,4514,55,ashley high school,Ashley
cedar springs high school,Cedar Springs,100,58,4515,207,cedar springs high school,CEDAR SPRINGS
sandusky high school,Sandusky,81,43,4516,1070,sand creek high school,SAND CREEK
litchfield high school,Litchfield,100,56,4517,748,litchfield high school,LITCHFIELD
union high school,Grand Rapids Union,100,61,4518,1188,union high school,GRAND RAPIDS
frankfort high school,Frankfort,100,53,4519,431,frankfort high school,FRANKFORT
pentwater high school,Pentwater,85,50,4520,373,eastern high school,ADA
hesperia community high school,Hesperia,88,53,4521,563,homer community high school,HOMER
republic-michigamme high school,Republic-Michigamme,89,73,4522,1032,republicmichigamme school,REPUBLIC
freeland high school,Freeland,85,43,4523,527,hartland high school,HARTLAND
stockbridge high school,Stockbridge,90,54,4524,1128,stockbridge jrsr high school,STOCKBRIDGE
engadine high school,Engadine,87,58,4525,461,gladwin high school,GLADWIN
mc bain high school,McBain,97,40,4526,804,mcbain high school,MC BAIN
holt high school,Holt,94,38,4527,560,holton high school,HOLTON
oa carlson high school,Gibraltar Carlson,90,47,4528,943,oscar a carlson high school,ROCKWOOD
garden city high school,Garden City,100,53,4529,448,garden city high school,GARDEN CITY
thurston high school,Redford Thurston,92,56,4530,581,huron high school,ANN ARBOR
erie-mason high school,Erie Mason,87,56,4531,798,mason high school,MASON
michigan school for the deaf,Flint Michigan School For The Deaf,100,74,4532,828,michigan school for the deaf,FLINT
caseville high school,Caseville,90,55,4533,316,dansville high school,DANSVILLE
bear lake high school,Bear Lake,100,48,4534,86,bear lake high school,BEAR LAKE
reading high school,Reading,100,62,4535,1021,reading high school,READING
frankenmuth high school,Frankenmuth,100,59,4536,430,frankenmuth high school,FRANKENMUTH
fairview  high school,Fairview,83,61,4537,403,fairview school,FAIRVIEW
belleville high school,Belleville,100,56,4538,96,belleville high school,BELLEVILLE
grant high school,Grant,100,40,4539,485,grant high school,GRANT
charlevoix high school,Charlevoix,86,48,4540,228,charlevoix middle high school,CHARLEVOIX
dominican high school,Detroit Dominican,86,49,4541,934,omni high school,Carrollton
mercy high school,Farmington Hills Mercy,100,60,4542,1404,mercy high school,FARMINGTON HILLS
clawson high school,Clawson,100,46,4543,257,clawson high school,Clawson
first assembly christian high school,Portage First Assembly Christian,79,53,4544,1456,unity christian high school,HUDSONVILLE
grosse pointe north high school,Grosse Pointe North,100,64,4545,497,grosse pointe north high school,GROSSE POINTE WOODS
jw sexton high school,Lansing Sexton,100,55,4546,641,jw sexton high school,LANSING
riverview community high school,Riverview,100,52,4547,1041,riverview community high school,RIVERVIEW
marshall high school,Marshall,100,58,4548,791,marshall high school,MARSHALL
lutheran east high school,Harper Woods Lutheran East,82,56,4549,1312,zeeland east high school,ZEELAND
michigan center high school,Michigan Center,92,63,4550,819,michigan center jrsr high school,MICHIGAN CENTER
rogers high school,Wyoming Rogers,88,55,4551,1050,rogers city high school,ROGERS CITY
truman high school,Taylor Truman,86,48,4552,485,grant high school,GRANT
lapeer east high school,Lapeer East,88,48,4553,699,lapeer high school,LAPEER
inland lakes high school,Indian River Inland Lakes,81,49,4554,1111,spring lake high school,SPRING LAKE
creston high school,Grand Rapids Creston,90,58,4555,255,clarkston high school,CLARKSTON
onekama high school,Onekama,83,38,4556,606,ionia high school,IONIA
east grand rapids high school,East Grand Rapids,100,61,4557,366,east grand rapids high school,GRAND RAPIDS
hope christian academy,Westland Hope Christian Academy,86,74,4558,1420,novi christian academy,NOVI
mona shores high school,Muskegon Mona Shores,100,58,4559,838,mona shores high school,MUSKEGON
melvindale high school,Melvindale,100,56,4560,808,melvindale high school,MELVINDALE
southgate anderson high school,Southgate Anderson,100,67,4561,1102,southgate anderson high school,SOUTHGATE
breckenridge high school,Breckenridge,100,61,4562,135,breckenridge high school,Breckenridge
ravenna high school,Ravenna,100,46,4563,1020,ravenna high school,RAVENNA
sault area high school,Sault Ste Marie,100,51,4564,1078,sault area high school,SAULT SAINTE MARIE
wayland union high school,Wayland,86,46,4565,1259,wayland high school,WAYLAND
wyoming park high school,Wyoming Park,88,48,4566,1306,wyoming high school,WYOMING
st louis high school,St Louis,100,47,4567,1121,st louis high school,SAINT LOUIS
hale high school,Hale,91,57,4568,529,haslett high school,HASLETT
hudsonville high school,Hudsonville,100,59,4569,577,hudsonville high school,HUDSONVILLE
cody high school,Detroit Cody,100,53,4570,268,cody high school,DETROIT
bentley high school,Burton Bentley,92,55,4571,98,bendle high school,BURTON
owendale-gagetown high school,Owendale-Gagetown,90,56,4572,954,owendalegagetown jrsr high school,OWENDALE
godwin heights high school,Wyoming Godwin Heights,88,54,4573,467,godwin heights senior high school,GRAND RAPIDS
alpena high school,Alpena,100,42,4574,39,alpena high school,ALPENA
buckley high school,Buckley,89,48,4575,106,berkley high school,BERKLEY
bullock creek high school,Midland Bullock Creek,100,48,4576,154,bullock creek high school,MIDLAND
free soil high school,Free Soil,84,48,4577,1025,reese high school,Reese
burt township high school,Grand Marais Burt Township,89,53,4578,158,burt township school,Grand Marais
father gabriel richard high school,Ann Arbor Father Gabriel Richard,94,50,4579,1363,fr gabriel richard high school,ANN ARBOR
goodrich high school,Goodrich,100,50,4580,471,goodrich high school,GOODRICH
mackinac island high school,Mackinac Island,90,70,4581,759,mackinac island school,Mackinac Island
mancelona high school,Mancelona,100,53,4582,773,mancelona high school,MANCELONA
pontiac central high school,Pontiac Central,89,60,4583,1004,portage central high school,PORTAGE
inter-city baptist high school,Allen Park Inter-City Baptist,91,56,4584,1382,inter-city baptist school,ALLEN PARK
plymouth christian academy,Plymouth Christian Academy,100,88,4585,1427,plymouth christian academy,CANTON
wesleyan christian academy,North Branch Wesleyan,84,58,4586,1463,west highland christian academy,MILFORD
baptist park high school,Taylor Baptist Park,82,51,4587,915,oak park high school,OAK PARK
grace christian high school,Watervliet Grace Christian,90,60,4588,1368,grace christian school,WATERVLIET
nouvel catholic central high school,Saginaw Nouvel,89,55,4589,1340,catholic central high school,NOVI
beaver island community school,Beaver Island,100,51,4590,87,beaver island community school,BEAVER ISLAND
detroit world outreach christian academy,Dearborn Heights Detroit World,70,61,4591,1377,heritage christian academy,KALAMAZOO
the valley school,Swartz Creek Valley School,100,68,4592,1452,the valley school,SWARTZ CREEK
midland christian high school,Midland Christian,91,73,4593,1408,midland christian school,MIDLAND
valley christian academy,Burton Valley Christian,83,58,4594,1420,novi christian academy,NOVI
lutheran high school westland,Lutheran Westland,80,51,4595,1401,lutheran high school north,MACOMB
tri-unity christian high school,Wyoming Tri-unity Christian,93,64,4596,1456,unity christian high school,HUDSONVILLE
new life christian academy,Kimball New Life Christian,100,58,4597,1413,new life christian academy,KIMBALL
farber hebrew day school,Farber Hebrew Day,100,68,4598,1360,farber hebrew day school,SOUTHFIELD
macomb christian high school,Center Line Macomb Christian,84,58,4599,1439,south christian high school,BYRON CENTER
ingham academy,Lansing Ingham Academy,73,63,4600,1441,spring vale academy,OWOSSO
lenawee christian high school,Adrian Lenawee Christian,91,62,4601,1396,lenawee christian school,ADRIAN
freedom christian high school,Hudsonville Freedom Christian,91,57,4602,1365,freedom christian school,PITTSFORD
light and life christian high school,Taylor Light and Life Christian,80,57,4603,1369,grand rapids christian high school,GRAND RAPIDS
harbor light christian high school,Harbor Springs Harbor Light Christian,92,58,4604,1375,harbor light christian school,HARBOR SPRINGS
calvary christian high school,Fruitport Calvary Christian,89,58,4605,1335,calvary christian schools,FRUITPORT
academy of oak park high school,Academy of Oak Park Mendota,79,59,4606,5,academy of the americas high school,DETROIT
trinity christian school,Detroit Trinity Christian,96,63,4607,1455,tri-unity christian school,WYOMING
nah tah wahsh psa,Hannahville Nah Tah Wahsh,65,57,4608,867,nah tah wahsh public school academy,WILSON
mhsaa,MHSAA Tournaments,44,44,4609,200,casa,OAK PARK
genesee christian high school,Genesee Christian,91,73,4610,1367,genesee christian school,BURTON
howardsville christian school,Marcellus Howardsville Christian,100,66,4611,1379,howardsville christian school,MARCELLUS
loyola high school,Detroit Loyola,100,61,4612,1399,loyola high school,DETROIT
communication media arts high school,Detroit Communication Media Arts,95,58,4613,275,communication and media arts high school,DETROIT
detroit city high school,Detroit City,89,49,4614,1351,detroit cristo rey high school,DETROIT
novi christian academy,Novi Christian Academy,100,86,4615,1420,novi christian academy,NOVI
copper country christian high school,Calumet Copper Country Christian,93,67,4616,1344,copper country christian school,CALUMET
notre dame preparatory school,Pontiac Notre Dame Prep,77,49,4617,1417,notre dame preparatory school & marist academy,PONTIAC
river of life christian school,Mt Clemens River Of Life Christian,77,55,4618,1409,mt. olivet christian school,BELLEVUE
new hope christian school,Camden New Hope Christian,85,56,4619,1412,new covenant christian school,LANSING
frederick douglass high school,Detroit Douglass,72,58,4620,1036,river rouge high school,River Rouge
lakeside christian high school,East Lansing Lakeside Christian,81,52,4621,1439,south christian high school,BYRON CENTER
crockett technical high school,Detroit Crockett,82,47,4622,204,cass technical high school,DETROIT
commerce high school,Detroit Commerce,86,51,4623,1404,mercy high school,FARMINGTON HILLS
calvary high school,Holland Calvary,89,52,4624,251,clare high school,CLARE
bangor alternative high school,Bangor Alternative,90,64,4625,192,caro alternative high school,CARO
muskegon training & education center,Muskegon Training & Education Center,79,70,4626,291,continuing education center,CLINTON TOWNSHIP
michigan technical academy high school,Redford Michigan Technical,75,59,4627,204,cass technical high school,DETROIT
northern michigan christian academy,Burt Lake Northern Michigan Christian,100,68,4628,1415,northern michigan christian academy,BURT LAKE
st thomas more high school-boysville,Clinton St Thomas More,63,54,4629,1119,st joseph high school,SAINT JOSEPH
dakota high school,Macomb Dakota,100,48,4630,315,dakota high school,MACOMB
detroit urban lutheran high school,Detroit Urban Lutheran,75,51,4631,1380,huron valley lutheran high school,WESTLAND
jackson alternative school,Jackson Alternative School,81,73,4632,568,horizon alternative school,HILLSDALE
mt pleasant baptist academy,Mt Pleasant Baptist,78,51,4633,1324,berean baptist academy,ADRIAN
tri valley academy,Muskegon Tri Valley,89,60,4634,1037,river valley academy,ROCKFORD
agape christian academy,Canton Agape Christian,86,56,4635,1377,heritage christian academy,KALAMAZOO
davinci institute,Jackson daVinci Institute,87,64,4636,314,da vinci institute 612,JACKSON
pansophia academy,Coldwater Pansophia Academy,100,68,4637,960,pansophia academy,COLDWATER
kensington woods high school,Howell Kensington Woods,88,60,4638,660,kensington woods schools,Lakeland
covered bridge high school,Centreville Covered Bridge,85,58,4639,956,oxford bridges high school,OXFORD
heritage christian academy,Kalamazoo Heritage Christian,100,65,4640,1377,heritage christian academy,KALAMAZOO
michigan health academy,Detroit Michigan Health Academy,80,67,4641,822,michigan cyber academy,HAZEL PARK
oakfield baptist academy,Rockford Oakfield Baptist,76,49,4642,1361,fellowship baptist academy,CARSON CITY
charles c rogers academy high school,Detroit Rogers,78,56,4643,224,chandler park academy high school,HARPER WOODS
davis aerospace technical high school,Detroit Davis Aerospace,85,51,4644,319,davis aerospace technical high school at golightly,DETROIT
grace christian school,Saginaw Grace Christian,100,62,4645,1368,grace christian school,WATERVLIET
waabno gimaak-gtb tribal schl,Suttons Bay Waabno Gimaak-Gtb Tribal Schl,55,54,4646,1375,harbor light christian school,HARBOR SPRINGS
faithway baptist school,Ypsilanti Faithway Baptist,93,53,4647,1356,faith baptist school,DAVISON
traverse city christian school,Traverse City Christian,100,75,4648,1454,traverse city christian school,TRAVERSE CITY
northwest academy,Charlevoix Northwest Academy,75,67,4649,1318,andrews academy,BERRIEN SPRINGS
traverse city west high school,Traverse City West,91,60,4650,1175,traverse city high school,TRAVERSE CITY
walter french academy,Lansing Walter French,70,52,4651,717,lifetech academy,LANSING
agbu alex & marie manoogian high school,Southfield Manoogian,89,60,4652,20,agbu alexmarie manoogian school,SOUTHFIELD
rudolf steiner school,Ann Arbor Rudolf Steiner,76,47,4653,1434,rudolf steiner school of ann arbor,ANN ARBOR
michigan automotive academy,Detroit Michigan Automotive,73,54,4654,821,michigan connections academy,OKEMOS
keweenaw academy,Mohawk Keweenaw,71,42,4655,213,central academy,ANN ARBOR
new covenant christian high school,Lansing New Covenant Christian,94,68,4656,1346,covenant christian high school,GRAND RAPIDS
eaton academy,Eastpointe Eaton Academy,96,72,4657,1353,eton academy,BIRMINGHAM
heart academy high school,Harper Woods HEART Academy,83,67,4658,224,chandler park academy high school,HARPER WOODS
detroit community high school,Detroit Community,88,62,4659,16,adrian community high school,ADRIAN
henry ford academy,Dearborn Henry Ford Academy,100,67,4660,536,henry ford academy,Dearborn
north hills classical academy,Grand Rapids North Hills Classical,75,56,4661,1105,southwestern classical academy,FLINT
zeeland west high school,Zeeland West,100,56,4662,1313,zeeland west high school,ZEELAND
pontiac academy for excellence,Pontiac Academy for Excellence,100,90,4663,999,pontiac academy for excellence,PONTIAC
covenant high school,Redford Covenant,89,52,4664,308,covert high school,COVERT
academy of michigan,Oak Park Academy of Michigan,79,67,4665,565,hope academy of west michigan,Grand Rapids
grand traverse academy 7/8 ,Grand Traverse Academy 7/8 ,90,78,4666,482,grand traverse academy,TRAVERSE CITY
parkway christian school,Sterling Heights Parkway Christian,100,63,4667,1425,parkway christian school,STERLING HEIGHTS
west michigan lutheran high school,Wyoming West Michigan Lutheran,92,64,4668,1464,west michigan lutheran school,WYOMING
flat river academy,Flat River Academy,100,83,4669,414,flat river academy,GREENVILLE
south lyon east high school,South Lyon East,100,57,4670,1095,south lyon east high school,SOUTH LYON
conner creek academy west,Warren Conner Creek,67,53,4671,1322,battle creek academy,BATTLE CREEK
grandport academy,Ecorse Grandport Acad,79,54,4672,130,bradford academy,SOUTHFIELD
marion law,Detroit Law Academy,58,71,4673,769,madison school,WYANDOTTE
owen academy,Detroit Owen,83,45,4674,1353,eton academy,BIRMINGHAM
trix middle school,Detroit Trix,83,47,4675,524,hart middle school,ROCHESTER HILLS
woodland park academy,Grand Blanc Woodland,81,55,4676,696,landmark academy,KIMBALL
macarthur k-8 university,Southfield MacArthur K-8 University,43,52,4677,50,arthur hill high school,SAGINAW
chandler park academy ms,Chandler Park Academy MS,81,67,4679,224,chandler park academy high school,HARPER WOODS
walden green montessori,Spring Lake Walden Green,64,60,4680,573,howe trainable center and montessori,Dearborn Hts
greenfield union ,Detroit Greenfield,71,51,4681,493,greenfield school,HILLSDALE
the dearborn academy,The Dearborn Academy,71,65,4682,516,harper academy,Harper Woods
west village academy north,Dearborn West Village Academy North,64,60,4683,1281,westwood virtual academy,DEARBORN HTS
coolidge middle school,Ferndale Coolidge Middle School,86,64,4684,926,oakridge middle school,MUSKEGON
brenda scott academy,Brenda Scott Middle School,71,64,4685,1324,berean baptist academy,ADRIAN
westside multicultural,Westside Multicultural,51,47,4686,1464,west michigan lutheran school,WYOMING
duke ellington conservatory of music & art,Duke Ellington Conservatory of Music & Art,49,47,4687,1136,success virtual learning centers of michigan,Vestaburg
fitzgerald middle school,Fitzgerald Middle School,76,67,4688,1033,reuther middle school,ROCHESTER HILLS
henderson academy,Henderson Academy,76,69,4689,1353,eton academy,BIRMINGHAM
a l holmes middle school,A L Holmes Middle School,79,67,4690,1205,van hoosen middle school,ROCHESTER HILLS
barbara jordan middle school,Barbara Jordan Middle School,77,67,4691,369,east jordan middlehigh school,East Jordan
mcnair middle school,McNair Middle School,84,74,4692,524,hart middle school,ROCHESTER HILLS
new ms academy-east,New MS Academy-East,71,53,4693,1318,andrews academy,BERRIEN SPRINGS
nichols elementary school,Nichols Middle School,77,68,4694,1262,webb elementary school,FERNDALE
burton glen charter academy,Burton Glen Charter Academy,71,62,4695,65,bangor career academy,BANGOR
cesar chavez academy,Cesar Chavez Academy MS,73,60,4696,402,excel charter academy,GRAND RAPIDS
forsythe middle school,Forsythe Middle School,84,74,4697,1033,reuther middle school,ROCHESTER HILLS
anderson middle school,Anderson Middle School,80,70,4699,524,hart middle school,ROCHESTER HILLS
east middle school,Grand Blanc East Middle School,94,60,4701,1271,west middle school,ROCHESTER HILLS
ll wright middle school,L L Wright Middle School,78,67,4702,524,hart middle school,ROCHESTER HILLS
grant middle school,Grant Middle School,86,76,4703,524,hart middle school,ROCHESTER HILLS
st thomas the apostle,St Thomas the Apostle,53,51,4704,1443,st mary cathedral school,GAYLORD
big rapids middle school,Big Rapids Middle School,83,70,4705,114,big rapids high school,BIG RAPIDS
farwell middle school,Farwell Middle School,82,72,4706,524,hart middle school,ROCHESTER HILLS
thurston middle school,Thurston Middle School,85,75,4707,524,hart middle school,ROCHESTER HILLS
riverside middle school,Grand Rapids Riverside Middle School,80,63,4709,926,oakridge middle school,MUSKEGON
west bloomfield middle school,West Bloomfield Middle School,86,75,4710,1266,west bloomfield high school,WEST BLOOMFIELD
gwinn middle school,Gwinn Middle School,90,76,4712,503,gwinn middlehigh school,GWINN
bangor middle school,Bangor Middle School,84,74,4714,524,hart middle school,ROCHESTER HILLS
baker middle school,Baker Middle School,86,76,4715,524,hart middle school,ROCHESTER HILLS
clare middle school,Clare Middle School,86,76,4716,524,hart middle school,ROCHESTER HILLS
covert middle school,Covert Middle School,84,74,4717,524,hart middle school,ROCHESTER HILLS
south christian school,South Christian School,90,78,4718,1439,south christian high school,BYRON CENTER
central middle school,Iron Mountain - Central Middle School,82,61,4719,1271,west middle school,ROCHESTER HILLS
williamston middle school,Williamston Middle School,83,75,4720,1294,williamston high school,WILLIAMSTON
olivet middle school,Olivet Middle School,84,74,4721,1271,west middle school,ROCHESTER HILLS
westwood middle school,Westwood Middle School,90,75,4722,1271,west middle school,ROCHESTER HILLS
jonesville middle school,Jonesville Middle School,83,74,4726,637,jonesville high school,JONESVILLE
wolfe middle school,Wolfe Middle School,86,70,4727,1271,west middle school,ROCHESTER HILLS
concord middle school,Concord Middle School,80,70,4728,287,concord high school,Concord
jefferson middle school,Midland Jefferson Middle School,82,62,4729,627,jefferson high school,NEWPORT
atlanta community schools 6-8,Atlanta Community Schools 6-8,93,81,4730,60,atlanta community schools,ATLANTA
macatawa bay school,Macatawa Bay School,73,67,4731,966,pathway school,HOWELL
martin middle school,Martin Middle School,89,79,4732,524,hart middle school,ROCHESTER HILLS
oxford middle school,Oxford Middle School,81,71,4733,926,oakridge middle school,MUSKEGON
pine river middle school,Pine River Middle School,76,67,4734,1033,reuther middle school,ROCHESTER HILLS
kennedy middle school,Kennedy Middle School,77,67,4735,1271,west middle school,ROCHESTER HILLS
bentley middle school,Bentley Middle School,82,72,4736,1271,west middle school,ROCHESTER HILLS
mancelona middle school,Mancelona Middle School,82,73,4737,773,mancelona high school,MANCELONA
hemlock middle school,Hemlock Middle School,84,70,4740,508,hamilton middle school,HAMILTON
marine city middle school,Marine City Middle School,83,71,4742,783,marine city high school,MARINE CITY
l'anse creuse middle sch-south,L'Anse CreuseMiddle Sch-South,63,52,4743,1033,reuther middle school,ROCHESTER HILLS
hamady middle school,Hamady Middle School,84,68,4744,524,hart middle school,ROCHESTER HILLS
newberry middle school,Newberry Middle School,81,71,4745,880,newberry area school,NEWBERRY
forest area middle school,Forest Area Middle School,83,71,4746,424,forest area high school,FIFE LAKE
st ignace middle school,St Ignace Middle School,78,64,4747,1271,west middle school,ROCHESTER HILLS
mt pleasant middle school,Mt Pleasant Middle School,79,70,4748,1271,west middle school,ROCHESTER HILLS
marshall greene middle school,Marshall Greene MS,72,53,4749,524,hart middle school,ROCHESTER HILLS
bothwell middle school,Bothwell Middle School,80,70,4750,1271,west middle school,ROCHESTER HILLS
suttons bay middle school,Suttons Bay Middle School,82,71,4751,1142,suttons bay virtual school,Suttons Bay
graveraet middle school,Graveraet Middle School,83,73,4752,524,hart middle school,ROCHESTER HILLS
mackinac island middle school,Mackinac Island MS,86,70,4753,759,mackinac island school,Mackinac Island
pellston middle school,Pellston Middle School,92,79,4754,973,pellston middlehigh school,PELLSTON
harper creek middle school,Harper Creek MS,84,56,4757,517,harper creek high school,BATTLE CREEK
corunna middle school,Corunna Middle School,80,70,4758,300,corunna high school,CORUNNA
berrien springs middle school,Berrien Springs Middle School,86,75,4759,109,berrien springs high school,BERRIEN SPRINGS
linden middle school,Linden Middle School,81,71,4760,926,oakridge middle school,MUSKEGON
leland middle school,Leland Middle School,79,70,4761,237,cheboygan middle school,CHEBOYGAN
pierce middle school,Pierce Middle School,79,68,4763,524,hart middle school,ROCHESTER HILLS
hale middle school,Hale Middle School,89,72,4765,524,hart middle school,ROCHESTER HILLS
buchanan middle school,Buchanan Middle School,81,71,4766,150,buchanan high school,BUCHANAN
mason county central middle school,Mason County Central Middle School,77,67,4769,796,mason county central hs,SCOTTVILLE
north christian school,North Christian School,87,77,4771,1419,nottawa christian school,STURGIS
imlay city middle school,Imlay City Middle School,83,70,4772,590,imlay city high school,IMLAY CITY
south middle school,South Middle School,86,75,4776,1271,west middle school,ROCHESTER HILLS
larson middle school,Larson Middle School,84,74,4779,524,hart middle school,ROCHESTER HILLS
richards middle school,Richards Middle School,85,75,4780,524,hart middle school,ROCHESTER HILLS
warren woods middle school,Warren Woods Middle School,80,72,4781,1205,van hoosen middle school,ROCHESTER HILLS
flynn middle school,Flynn Middle School,78,68,4783,508,hamilton middle school,HAMILTON
novi middle school,Novi Middle School,80,70,4785,926,oakridge middle school,MUSKEGON
maple street magnet school,Maple Street Magnet School,67,62,4786,504,hale area school,HALE
roosevelt middle school,Roosevelt Middle School,82,73,4787,1055,roosevelt high school,WYANDOTTE
detroit country day school middle school,Detroit Country Day School MS,79,80,4788,1349,detroit country day school,BEVERLY HILLS
kent city middle school,Kent City Middle,82,58,4789,663,kent city high school,KENT CITY
zemmer campus ,Zemmer Campus ,62,55,4790,372,east lee campus,WYOMING
hart middle school,Hart Middle School,100,83,4792,524,hart middle school,ROCHESTER HILLS
ring lardner middle school,Ring Lardner Middle School,75,67,4793,926,oakridge middle school,MUSKEGON
sturgis middle school,Sturgis Middle School,82,70,4794,1271,west middle school,ROCHESTER HILLS
lake linden-hubbell middle school,Lake Linden-Hubbell Middle School,85,71,4795,678,lake lindenhubbell schools,LAKE LINDEN
north muskegon middle school,North Muskegon Middle School,85,74,4796,900,north muskegon high school,MUSKEGON
kingsford middle school,Kingsford Middle School,82,73,4797,668,kingsford high school,KINGSFORD
grayling middle school,Grayling Middle School,81,71,4798,488,grayling high school,GRAYLING
potterville middle school,Potterville Middle School,83,75,4799,1009,potterville high school,POTTERVILLE
lincoln middle school,Warren Lincoln Middle School,80,65,4800,729,lincoln high school,WARREN
walkerville middle school,Walkerville Middle School,81,72,4801,926,oakridge middle school,MUSKEGON
wyandot middle school,Wyandot Middle School,82,72,4802,524,hart middle school,ROCHESTER HILLS
valleywood middle school,Valleywood Middle School,75,65,4803,1205,van hoosen middle school,ROCHESTER HILLS
whitehall middle school,Whitehall Middle School,78,68,4805,524,hart middle school,ROCHESTER HILLS
orchard lake middle school,Orchard Lake Middle School,79,68,4807,926,oakridge middle school,MUSKEGON
hopkins middle school,Hopkins Middle School,80,70,4808,567,hopkins high school,HOPKINS
berkshire middle school,Berkshire Middle School,78,68,4809,94,bellaire middlehigh school,BELLAIRE
sault area middle school,Sault Area MS,83,51,4812,1078,sault area high school,SAULT SAINTE MARIE
alcona middle school,Alcona Middle School,86,71,4814,508,hamilton middle school,HAMILTON
davison middle school,Davison Middle School,84,74,4816,508,hamilton middle school,HAMILTON
gerisch middle school,Southgate Gerisch Middle School,82,66,4819,1271,west middle school,ROCHESTER HILLS
reeths-puffer middle school,Reeths-Puffer Middle School,83,71,4820,1033,reuther middle school,ROCHESTER HILLS
nbc middle school,NBC Middle School,80,69,4821,524,hart middle school,ROCHESTER HILLS
