SchoolId,SportId,PopularName,ProperName,NickName,Colors,LeaugeName,LeaugeId,HeadCoach,PrimaryColorCode,ImagePath,Classification,Record,Enrollment,City,State,Address1,Address2,Zip,Phone,Fax,VanityUrl,MapURL,WebSite,IsMiddleSchool,ClassificationCalculationSteps,ClassificationCalculationStepsHtml,SportSeasonId,EnrollmentData,TicketUrl,OldSchoolId,SchoolNameWithId
4362,0,Rock Mid Peninsula,Mid Peninsula HS,Wolverines,Orange & White,,0,,#003366,,D,,45,Rock,MI,5055 St Nicholas 31st Rd,,49880,(906) 359-4387,(906) 359-4167,midpeninsula,"https://maps.google.com/maps?q=Rock Mid Peninsula+5055 St Nicholas 31st Rd++Rock, MI, 49880",http://www.mpswolverines.com,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 45.</td></tr><tr><td>9</td><td>6</td><td>4</td><td>10</td></tr><tr><td>10</td><td>5</td><td>5</td><td>10</td></tr><tr><td>11</td><td>8</td><td>6</td><td>14</td></tr><tr><td>12</td><td>5</td><td>6</td><td>11</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 6, 'GirlsCount': 4, 'CombinedCount': 10}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 5, 'GirlsCount': 5, 'CombinedCount': 10}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 8, 'GirlsCount': 6, 'CombinedCount': 14}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 5, 'GirlsCount': 6, 'CombinedCount': 11}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI19266,5917.0,Rock Mid Peninsula (5917)
4363,0,Hamtramck,Hamtramck HS,Cosmos,Maroon & White,Michigan Metro Athletic Conference,8890,,#003366,4363.jpg,A,,1145,Hamtramck,MI,11410 Charest,,48212,(313) 591-7401,(313) 366-4770,hamtramck,"https://maps.google.com/maps?q=Hamtramck+11410 Charest++Hamtramck, MI, 48212",http://www.hamtramck.k12.mi.us/schools/hamtramck_high_school,False,"['Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.']","<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 1131.<br />* Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.</td></tr><tr><td>9</td><td>182</td><td>121</td><td>303</td></tr><tr><td>10</td><td>158</td><td>110</td><td>268</td></tr><tr><td>11</td><td>142</td><td>117</td><td>259</td></tr><tr><td>12</td><td>114</td><td>98</td><td>212</td></tr><tr><td>Other programs draw</td><td>78</td><td>25</td><td>103</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 182, 'GirlsCount': 121, 'CombinedCount': 303}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 158, 'GirlsCount': 110, 'CombinedCount': 268}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 142, 'GirlsCount': 117, 'CombinedCount': 259}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 114, 'GirlsCount': 98, 'CombinedCount': 212}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 78, 'GirlsCount': 25, 'CombinedCount': 103}]",https://gofan.co/app/school/MI9968,5925.0,Hamtramck (5925)
4364,0,Ellsworth,Ellsworth Community HS,Lancers,Black & White,,0,,#003366,,D,,73,Ellsworth,MI,9467 Park St,,49729,(231) 675-2019,(231) 588-6183,ellsworth,"https://maps.google.com/maps?q=Ellsworth+9467 Park St++Ellsworth, MI, 49729",http://www.ellsworth.k12.mi.us/,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 73.</td></tr><tr><td>9</td><td>9</td><td>11</td><td>20</td></tr><tr><td>10</td><td>8</td><td>13</td><td>21</td></tr><tr><td>11</td><td>10</td><td>8</td><td>18</td></tr><tr><td>12</td><td>6</td><td>8</td><td>14</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 9, 'GirlsCount': 11, 'CombinedCount': 20}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 8, 'GirlsCount': 13, 'CombinedCount': 21}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 10, 'GirlsCount': 8, 'CombinedCount': 18}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 6, 'GirlsCount': 8, 'CombinedCount': 14}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10322,5933.0,Ellsworth (5933)
4365,0,Mason County Eastern,Mason County Eastern HS,Cardinals,Scarlet & Gold,,0,,#003366,5941.JPG,D,,119,Custer,MI,18 S Main St,,49405,(231) 757-3733,(231) 757-9671,masoncountyeastern,"https://maps.google.com/maps?q=Mason County Eastern+18 S Main St++Custer, MI, 49405",http://www.mceschools.com,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 119.</td></tr><tr><td>9</td><td>17</td><td>17</td><td>34</td></tr><tr><td>10</td><td>14</td><td>9</td><td>23</td></tr><tr><td>11</td><td>8</td><td>16</td><td>24</td></tr><tr><td>12</td><td>24</td><td>14</td><td>38</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 17, 'GirlsCount': 17, 'CombinedCount': 34}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 14, 'GirlsCount': 9, 'CombinedCount': 23}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 8, 'GirlsCount': 16, 'CombinedCount': 24}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 24, 'GirlsCount': 14, 'CombinedCount': 38}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10352,5941.0,Mason County Eastern (5941)
4366,0,Macomb Lutheran North,Lutheran North,Mustangs,Black & Gold,Catholic High School League,6901,,#003366,mhsaasize/5958.png,B,,596,Macomb,MI,16825 24 Mile Rd,,48042,(586) 781-9151,(586) 781-8673,lutherannorth,"https://maps.google.com/maps?q=Macomb Lutheran North+16825 24 Mile Rd++Macomb, MI, 48042",https://www.lutherannorth.com/,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 596.</td></tr><tr><td>9</td><td>79</td><td>75</td><td>154</td></tr><tr><td>10</td><td>78</td><td>89</td><td>167</td></tr><tr><td>11</td><td>61</td><td>68</td><td>129</td></tr><tr><td>12</td><td>71</td><td>75</td><td>146</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 79, 'GirlsCount': 75, 'CombinedCount': 154}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 78, 'GirlsCount': 89, 'CombinedCount': 167}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 61, 'GirlsCount': 68, 'CombinedCount': 129}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 71, 'GirlsCount': 75, 'CombinedCount': 146}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10011,5958.0,Macomb Lutheran North (5958)
4367,0,Sanford Meridian,Meridian Early College HS,Mustangs,Carolina Blue & White,Jack Pine Conference,6929,,#003366,4367.png,B,,388,Sanford,MI,3303 N M-30,,48657,(989) 687-3300,(989) 687-3309,meridian,"https://maps.google.com/maps?q=Sanford Meridian+3303 N M-30++Sanford, MI, 48657",http://www.merps.org/highschool/,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 388.</td></tr><tr><td>9</td><td>64</td><td>52</td><td>116</td></tr><tr><td>10</td><td>52</td><td>44</td><td>96</td></tr><tr><td>11</td><td>52</td><td>36</td><td>88</td></tr><tr><td>12</td><td>44</td><td>44</td><td>88</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 64, 'GirlsCount': 52, 'CombinedCount': 116}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 52, 'GirlsCount': 44, 'CombinedCount': 96}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 52, 'GirlsCount': 36, 'CombinedCount': 88}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 44, 'GirlsCount': 44, 'CombinedCount': 88}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI4525,5966.0,Sanford Meridian (5966)
4368,0,Sparta,Sparta HS,Spartans,Royal Blue & White,OK Conference ,6963,,#003366,5974.JPG,A,,850,Sparta,MI,475  W Spartan Dr,,49345,(616) 887-2098,(616) 887-2232,sparta,"https://maps.google.com/maps?q=Sparta+475  W Spartan Dr++Sparta, MI, 49345",http://www.spartaschools.org/hs/,False,"['Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.']","<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 847.<br />* Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.</td></tr><tr><td>9</td><td>143</td><td>108</td><td>251</td></tr><tr><td>10</td><td>102</td><td>90</td><td>192</td></tr><tr><td>11</td><td>112</td><td>97</td><td>209</td></tr><tr><td>12</td><td>100</td><td>98</td><td>198</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 143, 'GirlsCount': 108, 'CombinedCount': 251}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 102, 'GirlsCount': 90, 'CombinedCount': 192}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 112, 'GirlsCount': 97, 'CombinedCount': 209}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 100, 'GirlsCount': 98, 'CombinedCount': 198}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10264,5974.0,Sparta (5974)
4369,0,Athens,Athens HS,Indians,Purple & White,Southern Central Athletic Association,6980,,#003366,5982.JPG,D,,149,Athens,MI,300 E Holcomb St,,49011,(269) 729-5414,(269) 729-9616,athens,"https://maps.google.com/maps?q=Athens+300 E Holcomb St++Athens, MI, 49011",http://www.athensk12.org,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 149.</td></tr><tr><td>9</td><td>27</td><td>21</td><td>48</td></tr><tr><td>10</td><td>19</td><td>20</td><td>39</td></tr><tr><td>11</td><td>15</td><td>18</td><td>33</td></tr><tr><td>12</td><td>11</td><td>18</td><td>29</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 27, 'GirlsCount': 21, 'CombinedCount': 48}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 19, 'GirlsCount': 20, 'CombinedCount': 39}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 15, 'GirlsCount': 18, 'CombinedCount': 33}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 11, 'GirlsCount': 18, 'CombinedCount': 29}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI10183,5982.0,Athens (5982)
4370,0,Midland,Midland HS,Chemics,Blue & Gold,Saginaw Valley Conference,6974,,#003366,4370.jpg,A,,1234,Midland,MI,1301 Eastlawn Dr,,48642,(989) 923-5216,(989) 923-5180,midland,"https://maps.google.com/maps?q=Midland+1301 Eastlawn Dr++Midland, MI, 48642",http://www.mhs.midlandps.org,False,"['Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.']","<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 1231.<br />* Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.</td></tr><tr><td>9</td><td>159</td><td>178</td><td>337</td></tr><tr><td>10</td><td>130</td><td>149</td><td>279</td></tr><tr><td>11</td><td>133</td><td>130</td><td>263</td></tr><tr><td>12</td><td>187</td><td>168</td><td>355</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 159, 'GirlsCount': 178, 'CombinedCount': 337}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 130, 'GirlsCount': 149, 'CombinedCount': 279}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 133, 'GirlsCount': 130, 'CombinedCount': 263}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 187, 'GirlsCount': 168, 'CombinedCount': 355}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI4538,5990.0,Midland (5990)
4371,0,Okemos,Okemos HS,Wolves,Maroon & White,Capital Area Activities Conference,6899,,#003366,4371.jpg,A,,1432,Okemos,MI,2800 Jolly Rd,,48864,(517) 706-4900,(517) 351-0552,okemos,https://goo.gl/maps/Gl2QC,https://www.okemosk12.net/domain/3076,False,"['Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.']","<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 1429.<br />* Students who are 19 years of age prior to Sept. 1 and in grades 9, 10 or 11 of the current school year, are subtracted from the count for classification purposes on the Enrollment Declaration Form.</td></tr><tr><td>9</td><td>177</td><td>178</td><td>355</td></tr><tr><td>10</td><td>193</td><td>208</td><td>401</td></tr><tr><td>11</td><td>162</td><td>168</td><td>330</td></tr><tr><td>12</td><td>179</td><td>167</td><td>346</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 177, 'GirlsCount': 178, 'CombinedCount': 355}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 193, 'GirlsCount': 208, 'CombinedCount': 401}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 162, 'GirlsCount': 168, 'CombinedCount': 330}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 179, 'GirlsCount': 167, 'CombinedCount': 346}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI3420,6007.0,Okemos (6007)
4372,0,Fowler,Fowler HS,Eagles,Blue & White,Central Michigan Athletic Conference,6903,,#003366,,C,,183,Fowler,MI,700 S Main,PO Box 408,48835,(989) 593-2250,(989) 593-2358,fowler,"https://maps.google.com/maps?q=Fowler+700 S Main+PO Box 408+Fowler, MI, 48835",www.fowlerschools.net,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 183.</td></tr><tr><td>9</td><td>29</td><td>22</td><td>51</td></tr><tr><td>10</td><td>25</td><td>19</td><td>44</td></tr><tr><td>11</td><td>19</td><td>24</td><td>43</td></tr><tr><td>12</td><td>28</td><td>17</td><td>45</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 29, 'GirlsCount': 22, 'CombinedCount': 51}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 25, 'GirlsCount': 19, 'CombinedCount': 44}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 19, 'GirlsCount': 24, 'CombinedCount': 43}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 28, 'GirlsCount': 17, 'CombinedCount': 45}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI4272,6015.0,Fowler (6015)
4373,0,Romeo,Romeo HS,Bulldogs,Red & White,Macomb Area Conference,6940,,#003366,4373.png,A,,1667,Washington,MI,62300 Jewell Rd,,48094,(586) 281-1145,(586) 336-6740,romeo,"https://maps.google.com/maps?q=Romeo+11091 W 32 Mile Rd++Romeo, MI, 48065",http://www.romeok12.org ,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 1667.</td></tr><tr><td>9</td><td>191</td><td>198</td><td>389</td></tr><tr><td>10</td><td>196</td><td>202</td><td>398</td></tr><tr><td>11</td><td>201</td><td>185</td><td>386</td></tr><tr><td>12</td><td>196</td><td>178</td><td>374</td></tr><tr><td>Other programs draw</td><td>49</td><td>71</td><td>120</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 191, 'GirlsCount': 198, 'CombinedCount': 389}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 196, 'GirlsCount': 202, 'CombinedCount': 398}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 201, 'GirlsCount': 185, 'CombinedCount': 386}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 196, 'GirlsCount': 178, 'CombinedCount': 374}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 49, 'GirlsCount': 71, 'CombinedCount': 120}]",https://gofan.co/app/school/MI10072,6023.0,Romeo (6023)
4374,0,Waldron,Waldron HS,Spartans,Black/White/Red,Southern Central Athletic Association,6980,,#003366,4374.jpg,D,,93,Waldron,MI,13380 Waldron Rd,,49288,(517) 286-6251 ext. 121,(517) 286-6254,waldron,"https://maps.google.com/maps?q=13380+South+Waldron+Road,+Waldron,+MI&hl=en&sll=37.0625,-95.677068&sspn=37.598824,80.859375&oq=13380+Waldron+Rd+Waldron,+MMI&hnear=13380+S+Waldron+Rd,+Waldron,+Hillsdale,+Michigan+49288&t=m&z=16",www.waldronspartans.org,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 93.</td></tr><tr><td>9</td><td>10</td><td>20</td><td>30</td></tr><tr><td>10</td><td>11</td><td>10</td><td>21</td></tr><tr><td>11</td><td>14</td><td>7</td><td>21</td></tr><tr><td>12</td><td>15</td><td>6</td><td>21</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 10, 'GirlsCount': 20, 'CombinedCount': 30}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 11, 'GirlsCount': 10, 'CombinedCount': 21}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 14, 'GirlsCount': 7, 'CombinedCount': 21}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 15, 'GirlsCount': 6, 'CombinedCount': 21}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI3748,6031.0,Waldron (6031)
4375,0,Niles Brandywine,Brandywine HS,Bobcats,Maroon & Gold,Lakeland Conference,9594,,#003366,4375.jpg,C,,366,Niles,MI,1700 Bell Rd,,49120,(269) 683-4800,(269) 684-8644,nilesbrandywine,"https://maps.google.com/maps?q=Niles Brandywine+1700 Bell Rd++Niles, MI, 49120",brandywinebobcats.org,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 366.</td></tr><tr><td>9</td><td>56</td><td>72</td><td>128</td></tr><tr><td>10</td><td>52</td><td>39</td><td>91</td></tr><tr><td>11</td><td>42</td><td>44</td><td>86</td></tr><tr><td>12</td><td>28</td><td>33</td><td>61</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 56, 'GirlsCount': 72, 'CombinedCount': 128}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 52, 'GirlsCount': 39, 'CombinedCount': 91}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 42, 'GirlsCount': 44, 'CombinedCount': 86}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 28, 'GirlsCount': 33, 'CombinedCount': 61}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI4081,6056.0,Niles Brandywine (6056)
4376,0,Southfield,Southfield HS,Blue Jays,Blue & Gray,,0,,#003366,4376.jpg,,,0,Southfield,MI,24675 Lahser,,48033,(248) 746-8600,(248) 746-7752,southfield,"https://maps.google.com/maps?q=Southfield+24675 Lahser++Southfield, MI, 48033",http://www.southfield.k12.mi.us/education/school/school.php?sectionid=37,False,,,0,,,6064.0,Southfield (6064)
4377,0,Harper Woods,Harper Woods HS,Pioneers,Maroon & White,,0,,#003366,4377.png,A,,1289,Harper Woods,MI,20225 Beaconsfield,,48225,(313) 245-3000,(313) 839-4360,harperwoods,"https://maps.google.com/maps?q=Harper Woods+20225 Beaconsfield++Harper Woods, MI, 48225",http://www.hwschools.org/high_school.htm,False,[],"<table class=""TabularData"" ><tbody><tr><th width=""55"">Grade</th><th width=""35"">Boys</th><th width=""35"">Girls</th><th width=""40"">Total</th><th></th></tr><tr><td colspan=""4""></td><td rowspan=""10"" class=""calculationColumn"">Classification size is 1289.</td></tr><tr><td>9</td><td>258</td><td>144</td><td>402</td></tr><tr><td>10</td><td>249</td><td>114</td><td>363</td></tr><tr><td>11</td><td>200</td><td>110</td><td>310</td></tr><tr><td>12</td><td>152</td><td>62</td><td>214</td></tr><tr><td>Other programs draw</td><td>0</td><td>0</td><td>0</td></tr></tbody></table>",0,"[{'GradeDisplay': '9', 'GradeTypeCode': 9, 'BoysCount': 258, 'GirlsCount': 144, 'CombinedCount': 402}, {'GradeDisplay': '10', 'GradeTypeCode': 10, 'BoysCount': 249, 'GirlsCount': 114, 'CombinedCount': 363}, {'GradeDisplay': '11', 'GradeTypeCode': 11, 'BoysCount': 200, 'GirlsCount': 110, 'CombinedCount': 310}, {'GradeDisplay': '12', 'GradeTypeCode': 12, 'BoysCount': 152, 'GirlsCount': 62, 'CombinedCount': 214}, {'GradeDisplay': 'Other programs draw', 'GradeTypeCode': 20, 'BoysCount': 0, 'GirlsCount': 0, 'CombinedCount': 0}]",https://gofan.co/app/school/MI9969,6072.0,Harper Woods (6072)
