NCES School ID,State School ID,NCES District ID,State District ID,Low Grade,High Grade,School Name,District,County Name,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Magnet,Title I School,Title 1 School Wide,Students,Teachers,Student Teacher Ratio,Free Lunch,Reduced Lunch,Directly Certified
260769001863,MI-31030-09566,2607690,MI-31030,09,12,CHSHorizons School,Public Schools of Calumet Laurium & Keweenaw,Keweenaw County,57070 MINE ST,CALUMET,MI,49913,2949,(906)337-4611,42,Rural: Distant,No,No,Yes,Yes,68.00000,4.50000,15.1100000,56.00000,1.00000,–
263030002040,MI-63040-05932,2630300,MI-63040,09,12,Churchill Community Ed Center,Royal Oak Schools,Oakland County,707 GIRARD AVE,ROYAL OAK,MI,48073,3648,(248)588-5050,21,Suburb: Large,No,No,Yes,Yes,101.00000,7.53000,13.4100000,52.00000,5.00000,–
262184005903,MI-82095-04848,2621840,MI-82095,09,12,Churchill High School,Livonia Public Schools School District,Wayne County,8900 NEWBURGH RD,LIVONIA,MI,48150,3425,(734)744-2650,13,City: Small,No,No,No,†,1283.00000,72.33000,17.7400000,330.00000,41.00000,–
261644005355,MI-41010-05156,2616440,MI-41010,07,12,City MiddleHigh,Grand Rapids Public Schools,Kent County,1720 Plainfield Ave NE,GRAND RAPIDS,MI,49505,5305,(616)819-2380,12,City: Midsize,No,No,Yes,Yes,907.00000,40.63000,22.3200000,354.00000,84.00000,–
260094707780,MI-82996-09787,2600947,MI-82996,05,12,Clara B Ford Academy SDA,Clara B. Ford Academy (SDA),Wayne County,20651 WEST WARREN ST,DEARBORN HEIGHTS,MI,48127,2622,(313)436-0020,21,Suburb: Large,Yes,No,Yes,Yes,51.00000,10.40000,4.9000000,51.00000,0.00000,–
260975004465,MI-18010-00697,2609750,MI-18010,09,12,Clare High School,Clare Public Schools,Clare County,201 EAST STATE ST,CLARE,MI,48617,5000,(989)386-7789,32,Town: Distant,No,No,Yes,Yes,443.00000,29.18000,15.1800000,144.00000,9.00000,–
260975000123,MI-18010-07754,2609750,MI-18010,09,12,Clare Pioneer High School,Clare Public Schools,Clare County,201 EAST STATE ST,CLARE,MI,48617,5000,(989)386-3067,41,Rural: Fringe,No,No,Yes,Yes,40.00000,4.02000,9.9500000,31.00000,1.00000,–
268030000493,MI-18000-00777,2680300,MI-18000,PK,12,ClareGladwin Area School,Clare-Gladwin Regional Education Service District,Clare County,4041 EAST MANNSIDING RD,CLARE,MI,48617,9753,(989)386-3682,42,Rural: Distant,No,No,No,†,53.00000,12.00000,4.4200000,40.00000,4.00000,–
260984004469,MI-63090-00700,2609840,MI-63090,09,12,Clarenceville High School,Clarenceville School District,Wayne County,20155 MIDDLEBELT RD,LIVONIA,MI,48152,2090,(248)919-0408,13,City: Small,No,No,Yes,Yes,740.00000,63.60000,11.6400000,398.00000,27.00000,–
260990004475,MI-63190-00706,2609900,MI-63190,07,12,Clarkston High School,Clarkston Community School District,Oakland County,6093 FLEMINGS LAKE RD,CLARKSTON,MI,48346,1621,(248)623-3600,21,Suburb: Large,No,No,No,†,1579.00000,80.27000,19.6700000,201.00000,16.00000,–
260990004474,MI-63190-00705,2609900,MI-63190,07,12,Clarkston Junior High School,Clarkston Community School District,Oakland County,6595 WALDON RD,CLARKSTON,MI,48346,2473,(248)623-5600,21,Suburb: Large,No,No,No,†,1107.00000,61.59000,17.9700000,197.00000,23.00000,–
260993004481,MI-63270-00710,2609930,MI-63270,08,12,Clawson High School,Clawson Public Schools,Oakland County,101 John M Ave,Clawson,MI,48017,1514,(248)655-4200,21,Suburb: Large,No,No,No,†,402.00000,25.60000,15.7000000,137.00000,11.00000,–
261002004485,MI-39020-00723,2610020,MI-39020,06,12,ClimaxScotts High School,Climax-Scotts Community Schools,Kalamazoo County,372 SOUTH MAIN ST,CLIMAX,MI,49034,9773,(269)746-2301,41,Rural: Fringe,No,No,Yes,Yes,288.00000,16.33000,17.6400000,105.00000,33.00000,–
261002007847,MI-39020-09930,2610020,MI-39020,05,12,ClimaxScotts Virtual Academy,Climax-Scotts Community Schools,Kalamazoo County,372 SOUTH MAIN ST,CLIMAX,MI,49034,9773,(269)746-2401,41,Rural: Fringe,No,No,Yes,Yes,36.00000,0.81000,44.4400000,27.00000,0.00000,–
268032000125,MI-19000-06889,2680320,MI-19000,PK,12,Clinton County Education Center,Clinton County RESA,Clinton County,1013 SOUTH US HIGHWAY 27,SAINT JOHNS,MI,48879,2423,(989)224-6831,41,Rural: Fringe,No,No,No,†,48.00000,9.00000,5.3300000,16.00000,0.00000,–
261005004490,MI-46060-06184,2610050,MI-46060,09,12,Clinton High School,Clinton Community Schools,Lenawee County,340 EAST MICHIGAN AVE,CLINTON,MI,49236,9586,(517)456-6511,32,Town: Distant,No,No,No,†,376.00000,19.81000,18.9800000,89.00000,8.00000,–
261005008502,MI-46060-02244,2610050,MI-46060,06,12,Clinton Virtual JrSr High School,Clinton Community Schools,Lenawee County,341 E MICHIGAN AVE,CLINTON,MI,49236,9593,(517)456-6501,32,Town: Distant,No,No,Yes,Yes,10.00000,2.74000,3.6500000,3.00000,0.00000,–
261008004491,MI-50070-00731,2610080,MI-50070,09,12,Clintondale High School,Clintondale Community Schools,Macomb County,35200 LITTLE MACK AVE,CLINTON TOWNSHIP,MI,48035,2634,(586)791-6300,21,Suburb: Large,No,No,Yes,Yes,382.00000,24.00000,15.9200000,287.00000,12.00000,–
261008008749,MI-50070-02907,2610080,MI-50070,KG,12,Clintondale Virtual Academy,Clintondale Community Schools,Macomb County,35100 Little Mack,Clinton Township,MI,48035,,(800)297-2119,21,Suburb: Large,No,No,Yes,Yes,643.00000,9.80000,65.6100000,470.00000,12.00000,–
261011004498,MI-25150-00732,2610110,MI-25150,08,12,Clio Area High School,Clio Area School District,Genesee County,1 MUSTANG DR,CLIO,MI,48420,2201,(810)591-1358,21,Suburb: Large,No,No,No,†,824.00000,34.90000,23.6100000,324.00000,53.00000,–
261011007828,MI-25150-00733,2610110,MI-25150,PK,12,Clio Community High School,Clio Area School District,Genesee County,1 MUSTANG DR,CLIO,MI,48420,2201,(810)591-4804,21,Suburb: Large,No,No,Yes,Yes,97.00000,4.00000,24.2500000,70.00000,2.00000,–
261011008804,MI-25150-03286,2610110,MI-25150,PK,12,Clio Learning Center,Clio Area School District,Genesee County,301 Rogers Lodge Dr,Clio,MI,48420,,(810)670-1799,21,Suburb: Large,No,No,No,†,1.00000,0.30000,3.3300000,†,†,†
260110307984,MI-82015-00018,2601103,MI-82015,09,12,Cody High School,Detroit Public Schools Community District,Wayne County,18445 CATHEDRAL ST,DETROIT,MI,48228,1809,(313)866-9200,11,City: Large,No,No,Yes,Yes,498.00000,33.50000,14.8700000,415.00000,5.00000,–
261014004502,MI-12010-00744,2610140,MI-12010,09,12,Coldwater High School,Coldwater Community Schools,Branch County,275 NORTH FREMONT ST,COLDWATER,MI,49036,1206,(517)279-5930,32,Town: Distant,No,Yes,No,†,948.00000,36.00000,26.3300000,461.00000,46.00000,–
261020004511,MI-56030-00746,2610200,MI-56030,07,12,Coleman JuniorSenior High School,Coleman Community Schools,Midland County,4823 NORTH COLEMAN SCHOOLS DR,COLEMAN,MI,48618,9694,(989)465-6171,42,Rural: Distant,No,No,Yes,Yes,293.00000,16.18000,18.1100000,146.00000,20.00000,–
261038004515,MI-11330-00753,2610380,MI-11330,09,12,Coloma High School,Coloma Community Schools,Berrien County,300 WEST SAINT JOSEPH ST,COLOMA,MI,49038,9594,(269)468-2400,31,Town: Fringe,No,No,No,†,402.00000,22.20000,18.1100000,229.00000,34.00000,–
261041004521,MI-75040-05036,2610410,MI-75040,06,12,Colon High School,Colon Community School District,St. Joseph County,400 DALLAS ST,COLON,MI,49040,9318,(269)432-3231,42,Rural: Distant,No,No,Yes,Yes,257.00000,13.94000,18.4400000,105.00000,6.00000,–
260699001117,MI-38040-05598,2606990,MI-38040,06,12,Columbia Alternative Education,Columbia School District,Jackson County,4460 NORTH LAKE RD,CLARKLAKE,MI,49234,9694,(517)529-9400,41,Rural: Fringe,No,No,Yes,Yes,91.00000,2.66000,34.2100000,54.00000,3.00000,–
260699004300,MI-38040-05884,2606990,MI-38040,07,12,Columbia Central High School,Columbia School District,Jackson County,11775 HEWITT RD,BROOKLYN,MI,49230,8961,(517)592-6634,41,Rural: Fringe,No,No,No,†,646.00000,30.16000,21.4200000,206.00000,16.00000,–
260110300079,MI-82015-07654,2601103,MI-82015,09,12,Communication and Media Arts High School,Detroit Public Schools Community District,Wayne County,19501 BERG RD,DETROIT,MI,48219,1714,(313)866-9300,11,City: Large,No,No,Yes,Yes,360.00000,23.00000,15.6500000,241.00000,9.00000,–
262073002034,MI-63230-02085,2620730,MI-63230,PK,12,Community Ed Resource Center,Lake Orion Community Schools,Oakland County,455 EAST SCRIPPS RD,LAKE ORION,MI,48360,2249,(248)693-5436,21,Suburb: Large,No,No,No,†,1.00000,17.73000,0.0600000,†,†,†
260282004033,MI-81010-05745,2602820,MI-81010,09,12,Community High School,Ann Arbor Public Schools,Washtenaw County,401 NORTH DIVISION ST,ANN ARBOR,MI,48104,1442,(734)994-2021,12,City: Midsize,No,No,No,†,518.00000,31.70000,16.3400000,45.00000,0.00000,–
268062008363,MI-41000-01473,2680620,MI-41000,06,12,Community Transition Campus,Kent ISD,Kent County,225 Mayfield Ave NE,Grand Rapids,MI,49503,,(616)410-4860,12,City: Midsize,No,No,No,†,111.00000,25.00000,4.4400000,41.00000,0.00000,–
268098507790,MI-80000-09768,2680985,MI-80000,KG,12,Communitybased Transition Center,Van Buren ISD,Van Buren County,490 SOUTH PAW PAW ST,LAWRENCE,MI,49064,9328,(269)415-0277,31,Town: Fringe,No,No,No,†,33.00000,8.00000,4.1300000,10.00000,2.00000,–
260279000922,MI-50040-08474,2602790,MI-50040,KG,12,Compass Pointe,Anchor Bay School District,St. Clair County,6319 COUNTY LINE RD,IRA,MI,48023,1003,(586)725-2205,41,Rural: Fringe,No,No,Yes,Yes,33.00000,2.62000,12.6000000,15.00000,2.00000,–
261059000157,MI-39030-05038,2610590,MI-39030,KG,12,Comstock Compass High School,Comstock Public Schools,Kalamazoo County,3010 GULL RD,KALAMAZOO,MI,49048,1226,(269)250-8930,22,Suburb: Midsize,No,No,Yes,Yes,267.00000,3.25000,82.1500000,215.00000,4.00000,–
261059004525,MI-39030-00765,2610590,MI-39030,09,12,Comstock High School,Comstock Public Schools,Kalamazoo County,2107 NORTH 26TH ST,KALAMAZOO,MI,49048,9217,(269)250-8700,22,Suburb: Midsize,No,No,No,†,392.00000,23.60000,16.6100000,223.00000,26.00000,–
261062008929,MI-41080-03620,2610620,MI-41080,09,12,Comstock Park Flex Academy,Comstock Park Public Schools,Kent County,150 6 MILE RD NE,COMSTOCK PARK,MI,49321,8022,(616)254-5016,21,Suburb: Large,No,Yes,Yes,Yes,41.00000,0.59000,69.4900000,29.00000,1.00000,–
261062004532,MI-41080-00766,2610620,MI-41080,09,12,Comstock Park High School,Comstock Park Public Schools,Kent County,150 6 MILE RD NE,COMSTOCK PARK,MI,49321,8035,(616)254-5200,21,Suburb: Large,No,No,No,†,514.00000,23.41000,21.9600000,211.00000,27.00000,–
260006900485,MI-15901-08290,2600069,MI-15901,KG,12,Concord Academy Boyne,Concord Academy - Boyne,Charlevoix County,401 EAST DIETZ RD,BOYNE CITY,MI,49712,9653,(231)582-0194,41,Rural: Fringe,Yes,No,Yes,Yes,136.00000,16.20000,8.4000000,59.00000,8.00000,–
260007400502,MI-24901-08210,2600074,MI-24901,KG,12,Concord Academy Petoskey,Concord Academy - Petoskey,Emmet County,2468 ATKINS RD,PETOSKEY,MI,49770,9003,(231)439-6800,41,Rural: Fringe,Yes,No,Yes,Yes,156.00000,12.60000,12.3800000,81.00000,5.00000,–
261065004538,MI-38080-00768,2610650,MI-38080,09,12,Concord High School,Concord Community Schools,Jackson County,PO Box 338,Concord,MI,49237,0338,(517)524-8384,41,Rural: Fringe,No,No,Yes,Yes,231.00000,12.21000,18.9200000,118.00000,16.00000,–
261560001772,MI-49055-09417,2615600,MI-49055,05,12,Consolidated Community School Services,Engadine Consolidated Schools,Chippewa County,4900 WEST DAVIS CT,KINCHELOE,MI,49788,1506,(906)495-7305,33,Town: Remote,No,No,Yes,Yes,76.00000,6.51000,11.6700000,54.00000,5.00000,–
261075007891,MI-75050-09922,2610750,MI-75050,06,12,Constantine Alternative Education,Constantine Public School District,St. Joseph County,300 PEACHTREE ST,CONSTANTINE,MI,49042,1279,(269)435-9030,31,Town: Fringe,No,No,Yes,Yes,79.00000,1.47000,53.7400000,51.00000,6.00000,–
261075004540,MI-75050-00775,2610750,MI-75050,09,12,Constantine High School,Constantine Public School District,St. Joseph County,1 FALCON DR,CONSTANTINE,MI,49042,1177,(269)435-8920,31,Town: Fringe,No,No,No,†,409.00000,21.25000,19.2500000,168.00000,9.00000,–
261008001881,MI-50070-07669,2610080,MI-50070,KG,12,Continuing Education Center,Clintondale Community Schools,Macomb County,22280 EAST PRICE DR,CLINTON TOWNSHIP,MI,48035,1843,(586)790-2756,21,Suburb: Large,No,No,Yes,Yes,161.00000,6.31000,25.5200000,133.00000,2.00000,–
262598007714,MI-82390-02770,2625980,MI-82390,PK,12,Cooke School,Northville Public Schools,Oakland County,21200 TAFT RD,NORTHVILLE,MI,48167,1033,(248)344-3550,21,Suburb: Large,No,No,Yes,No,142.00000,28.00000,5.0700000,50.00000,4.00000,–
260000107937,MI-84020-09218,2600001,MI-84020,09,12,Cooper Correctional Facility,Michigan Department of Corrections,Jackson County,3100 COOPER ST,JACKSON,MI,49201,7545,(517)780-6175,23,Suburb: Small,No,No,No,†,0.00000,0.00000,†,–,–,–
261083004546,MI-70120-00794,2610830,MI-70120,09,12,Coopersville High School,Coopersville Area Public School District,Ottawa County,198 EAST ST,COOPERSVILLE,MI,49404,1211,(616)997-3500,41,Rural: Fringe,No,No,No,†,862.00000,39.03000,22.0900000,245.00000,36.00000,–
268092000257,MI-72000-07995,2680920,MI-72000,KG,12,COOR Special Educational Center,C.O.O.R. ISD,Roscommon County,11051 NORTH CUT RD,ROSCOMMON,MI,48653,9340,(989)275-9542,42,Rural: Distant,No,No,No,†,36.00000,3.00000,12.0000000,24.00000,2.00000,–
268026001274,MI-16000-09024,2680260,MI-16000,PK,12,COP ESD Programs,Cheb-Otsego-Presque Isle ESD,Cheboygan County,6065 LEARNING LN,INDIAN RIVER,MI,49749,9357,(231)238-9394,43,Rural: Remote,No,No,No,†,80.00000,29.60000,2.7000000,77.00000,0.00000,–
268050500139,MI-31000-03822,2680505,MI-31000,PK,12,Copper Country Learning Center,Copper Country ISD,Houghton County,809 HECLA ST,HANCOCK,MI,49930,1212,(906)482-4250,33,Town: Remote,No,No,No,†,73.00000,11.50000,6.3500000,47.00000,2.00000,–
260110108714,MI-82760-02782,2601101,MI-82760,KG,12,Cornerstone JeffersonDouglass Academy,Cornerstone Jefferson-Douglass Academy,Wayne County,6861 E Nevada,Detroit,MI,48234,,(734)812-8583,11,City: Large,Yes,No,Yes,Yes,515.00000,12.00000,42.9200000,510.00000,5.00000,–
260282008815,MI-81010-03294,2602820,MI-81010,09,12,Correctional Services,Ann Arbor Public Schools,Washtenaw County,2555 SOUTH STATE ST,ANN ARBOR,MI,48104,6145,(734)994-2223,21,Suburb: Large,No,No,No,†,7.00000,1.00000,7.0000000,†,†,†
261086004554,MI-78100-06673,2610860,MI-78100,08,12,Corunna High School,Corunna Public Schools,Shiawassee County,417 EAST KING ST,CORUNNA,MI,48817,1517,(989)743-3441,41,Rural: Fringe,No,No,No,†,701.00000,34.33000,20.4200000,295.00000,19.00000,–
260000107957,MI-84020-07344,2600001,MI-84020,09,12,Cotton Correctional Facility,Michigan Department of Corrections,Jackson County,3500 NORTH ELM AVE,JACKSON,MI,49201,8887,(517)780-5000,23,Suburb: Small,No,No,No,†,5.00000,0.00000,†,†,†,†
260014200804,MI-11901-08450,2600142,MI-11901,02,12,Countryside Academy MiddleHigh School,Countryside Academy,Berrien County,4800 MEADOWBROOK RD,BENTON HARBOR,MI,49022,9629,(269)944-3319,41,Rural: Fringe,Yes,No,Yes,Yes,327.00000,21.14000,15.4700000,265.00000,16.00000,–
263519007089,MI-50230-00814,2635190,MI-50230,09,12,Cousino Senior High School,Warren Consolidated Schools,Macomb County,30333 HOOVER RD,WARREN,MI,48093,6532,(586)698-4201,12,City: Midsize,No,No,Yes,Yes,1245.00000,57.70000,21.5800000,547.00000,92.00000,–
260032201949,MI-82991-09649,2600322,MI-82991,09,12,Covenant House Academy Detroit Central Site,Covenant House Academy Detroit,Wayne County,2959 MARTIN LUTHER KING JR BLVD,DETROIT,MI,48208,2475,(313)899-6900,11,City: Large,Yes,No,Yes,Yes,227.00000,9.65000,23.5200000,204.00000,5.00000,–
260032201948,MI-82991-09621,2600322,MI-82991,09,12,Covenant House Academy Detroit East Site,Covenant House Academy Detroit,Wayne County,9100 GRATIOT AVE,DETROIT,MI,48213,,(313)267-4315,11,City: Large,Yes,No,Yes,Yes,160.00000,4.35000,36.7800000,141.00000,11.00000,–
260032201947,MI-82991-09624,2600322,MI-82991,09,12,Covenant House Academy Detroit Southwest Site,Covenant House Academy Detroit,Wayne County,1450 25TH ST,DETROIT,MI,48216,1404,(313)297-8720,11,City: Large,Yes,No,Yes,Yes,175.00000,6.65000,26.3200000,164.00000,3.00000,–
260106608474,MI-41900-02075,2601066,MI-41900,09,12,Covenant House Academy Grand Rapids,Covenant House Academy Grand Rapids,Kent County,50 ANTOINE ST SW,GRAND RAPIDS,MI,49507,1002,(616)364-2000,12,City: Midsize,Yes,No,Yes,Yes,218.00000,11.90000,18.3200000,193.00000,1.00000,–
261098004556,MI-80040-00817,2610980,MI-80040,09,12,Covert High School,Covert Public Schools,Van Buren County,35323 M 140 HWY,COVERT,MI,49043,8784,(269)764-3711,42,Rural: Distant,No,No,Yes,Yes,92.00000,9.88000,9.3100000,92.00000,0.00000,–
260020701134,MI-41918-08633,2600207,MI-41918,PK,12,Creative Technologies Academy,Creative Technologies Academy,Kent County,350 PINE ST,CEDAR SPRINGS,MI,49319,8680,(616)696-4905,31,Town: Fringe,Yes,No,Yes,Yes,306.00000,20.65000,14.8200000,138.00000,5.00000,–
260001603912,MI-82230-00833,2600016,MI-82230,09,12,Crestwood High School,Crestwood School District,Wayne County,1501 NORTH BEECH DALY RD,DEARBORN HEIGHTS,MI,48127,3403,(313)278-7475,21,Suburb: Large,No,Yes,Yes,Yes,1380.00000,67.80000,20.3500000,994.00000,83.00000,–
262034001583,MI-41160-08172,2620340,MI-41160,06,12,Crossroads Alternative High School,Kentwood Public Schools,Kent County,28 60TH ST SE,GRAND RAPIDS,MI,49548,6802,(616)261-6166,21,Suburb: Large,No,No,Yes,Yes,214.00000,15.00000,14.2700000,166.00000,11.00000,–
260018601543,MI-54901-09187,2600186,MI-54901,07,12,Crossroads Charter Academy 712,Crossroads Charter Academy,Mecosta County,215 SPRUCE ST W,BIG RAPIDS,MI,49307,1471,(231)796-9041,32,Town: Distant,Yes,No,Yes,Yes,138.00000,12.50000,11.0400000,66.00000,18.00000,–
261114004565,MI-76080-00841,2611140,MI-76080,09,12,CroswellLexington High School,Croswell-Lexington Community Schools,Sanilac County,5461 PECK RD,CROSWELL,MI,48422,8317,(810)679-1500,41,Rural: Fringe,No,No,Yes,No,634.00000,28.05000,22.6000000,217.00000,54.00000,–
260008800559,MI-38901-08244,2600088,MI-38901,06,12,Da Vinci Institute 612,Da Vinci Institute,Jackson County,2985 SPRINGPORT RD,JACKSON,MI,49201,9060,(517)796-0031,23,Suburb: Small,Yes,No,Yes,Yes,337.00000,23.89000,14.1100000,267.00000,11.00000,–
260957000623,MI-50080-08000,2609570,MI-50080,09,12,Dakota High School,Chippewa Valley Schools,Macomb County,21051 21 MILE RD,MACOMB,MI,48044,2909,(586)723-2700,21,Suburb: Large,No,Yes,No,†,2782.00000,124.10000,22.4200000,508.00000,56.00000,–
261140004572,MI-33040-00871,2611400,MI-33040,09,12,Dansville High School,Dansville Schools,Ingham County,PO BOX 187,DANSVILLE,MI,48819,0187,(517)623-6120,42,Rural: Distant,No,No,Yes,No,266.00000,11.43000,23.2700000,60.00000,8.00000,–
260023401204,MI-82947-08670,2600234,MI-82947,PK,12,David Ellis Academy,David Ellis Academy,Wayne County,18977 SCHAEFER HWY,DETROIT,MI,48235,1762,(313)450-0642,11,City: Large,Yes,No,Yes,Yes,216.00000,9.50000,22.7400000,180.00000,4.00000,–
260033307495,MI-82994-09710,2600333,MI-82994,PK,12,David Ellis Academy West,David Ellis Academy West,Wayne County,19800 BEECH DALY RD,REDFORD,MI,48240,1348,(313)450-0300,21,Suburb: Large,Yes,No,Yes,Yes,665.00000,33.50000,19.8500000,571.00000,18.00000,–
260110300279,MI-82015-00029,2601103,MI-82015,09,12,Davis Aerospace Technical High School at Golightly,Detroit Public Schools Community District,Wayne County,900 DICKERSON ST,DETROIT,MI,48215,2900,(313)822-8820,11,City: Large,No,No,Yes,Yes,214.00000,13.30000,16.0900000,163.00000,3.00000,–
261143000135,MI-25140-07770,2611430,MI-25140,09,12,Davison Alternative Education,Davison Community Schools,Genesee County,1250 NORTH OAK RD,DAVISON,MI,48423,9156,(810)591-1022,21,Suburb: Large,No,No,Yes,Yes,139.00000,14.94000,9.3000000,89.00000,7.00000,–
261143004574,MI-25140-00878,2611430,MI-25140,09,12,Davison High School,Davison Community Schools,Genesee County,1250 NORTH OAK RD,DAVISON,MI,48423,9156,(810)591-3539,21,Suburb: Large,No,No,No,†,1748.00000,69.10000,25.3000000,557.00000,59.00000,–
261161008179,MI-82040-00430,2611610,MI-82040,09,12,Dearborn Heights Virtual Academy,Dearborn Heights School District #7,Wayne County,20629 Annapolis,Dearborn Heights,MI,48125,,(313)203-1000,21,Suburb: Large,No,No,No,†,17.00000,0.00000,†,13.00000,0.00000,–
261160004587,MI-82030-00886,2611600,MI-82030,09,12,Dearborn High School,Dearborn City School District,Wayne County,19501 OUTER DR,DEARBORN,MI,48124,1663,(313)827-1600,12,City: Midsize,No,No,Yes,Yes,1995.00000,96.90000,20.5900000,1247.00000,64.00000,–
261160008095,MI-82030-00086,2611600,MI-82030,09,12,Dearborn Magnet High School,Dearborn City School District,Wayne County,22586 ANN ARBOR TRL,DEARBORN HEIGHTS,MI,48127,2508,(313)827-4800,21,Suburb: Large,No,Yes,Yes,Yes,63.00000,2.40000,26.2500000,48.00000,2.00000,–
261160008962,MI-82030-03745,2611600,MI-82030,09,12,Dearborn Newcomer College Prep Academy,Dearborn City School District,Wayne County,5101 EVERGREEN RD,DEARBORN,MI,48128,2407,(313)317-1588,12,City: Midsize,No,No,No,†,6.00000,2.00000,3.0000000,†,†,†
261160009003,MI-82030-03958,2611600,MI-82030,KG,12,Dearborn Public Schools Virtual K12,Dearborn City School District,Wayne County,18700 AUDETTE ST,DEARBORN,MI,48124,4222,(313)827-3023,12,City: Midsize,No,No,No,†,552.00000,24.20000,22.8100000,387.00000,5.00000,–
261167004624,MI-80050-00888,2611670,MI-80050,06,12,Decatur Jr Sr High School,Decatur Public Schools,Van Buren County,110 CEDAR ST,DECATUR,MI,49045,8848,(269)423-6851,42,Rural: Distant,No,No,Yes,Yes,388.00000,20.60000,18.8300000,205.00000,30.00000,–
261170004628,MI-76090-00891,2611700,MI-76090,07,12,Deckerville Community High School,Deckerville Community School District,Sanilac County,2633 BLACK RIVER ST,DECKERVILLE,MI,48427,9437,(810)376-3875,42,Rural: Distant,No,No,Yes,Yes,267.00000,13.71000,19.4700000,133.00000,8.00000,–
268034000497,MI-21000-06209,2680340,MI-21000,10,12,DeltaSchoolcraft Area Center,Delta-Schoolcraft ISD,Delta County,2525 3rd Ave S,Escanaba,MI,49829,1258,(906)786-9300,33,Town: Remote,No,No,No,†,0.00000,9.65000,†,–,–,–
261191004631,MI-08010-00900,2611910,MI-08010,09,12,DeltonKellogg High School,Delton Kellogg Schools,Barry County,10425 PANTHER PRIDE,DELTON,MI,49046,8825,(269)623-1525,42,Rural: Distant,No,No,No,†,335.00000,20.50000,16.3400000,107.00000,6.00000,–
260110304693,MI-82015-00902,2601103,MI-82015,09,12,Denby High School,Detroit Public Schools Community District,Wayne County,12800 Kelly Road,Detroit,MI,48224,1506,(313)866-7200,11,City: Large,No,No,Yes,Yes,576.00000,33.50000,17.1900000,512.00000,4.00000,–
268050400454,MI-09000-07276,2680504,MI-09000,03,12,Detention Center,Bay-Arenac ISD,Bay County,520 WEST HAMPTON RD,ESSEXVILLE,MI,48732,9710,(989)667-3209,23,Suburb: Small,No,No,No,†,8.00000,0.00000,†,†,†,†
260098008109,MI-17903-00489,2600980,MI-17903,PK,12,DeTour Arts and Technology Academy,DeTour Arts and Technology Academy,Chippewa County,202 DIVISION ST,DE TOUR VILLAGE,MI,49725,5006,(906)297-2011,43,Rural: Remote,Yes,No,Yes,Yes,64.00000,7.29000,8.7800000,43.00000,0.00000,–
261197004634,MI-17050-00905,2611970,MI-17050,07,12,DeTour High School,DeTour Area Schools,Chippewa County,PO Box 429,DeTour Village,MI,49725,,(906)297-2011,43,Rural: Remote,No,No,Yes,Yes,39.00000,5.42000,7.2000000,20.00000,0.00000,–
260110304802,MI-82015-02778,2601103,MI-82015,09,12,Detroit Collegiate Preparatory High School at Northwestern,Detroit Public Schools Community District,Wayne County,2200 W GRAND BLVD,DETROIT,MI,48208,1178,(313)596-0700,11,City: Large,No,No,Yes,Yes,409.00000,25.00000,16.3600000,358.00000,5.00000,–
260017001039,MI-82925-08456,2600170,MI-82925,09,12,Detroit Community Schools High School,Detroit Community Schools,Wayne County,12675 BURT RD,DETROIT,MI,48223,3314,(313)537-3570,11,City: Large,Yes,No,Yes,Yes,269.00000,12.00000,22.4200000,265.00000,0.00000,–
260023208742,MI-82945-02736,2600232,MI-82945,09,12,Detroit Edison Public School Academy High School,Detroit Edison Public School Academy,Wayne County,3402 St Aubin,Detroit,MI,48207,,(313)877-9381,11,City: Large,Yes,No,Yes,Yes,401.00000,16.50000,24.3000000,220.00000,17.00000,–
260110307972,MI-82015-00039,2601103,MI-82015,PK,12,Detroit International Academy for Young Women,Detroit Public Schools Community District,Wayne County,5161 CHARLES ST,DETROIT,MI,48212,2462,(313)873-3050,11,City: Large,No,No,Yes,Yes,234.00000,17.00000,13.7600000,197.00000,1.00000,–
260097408496,MI-82722-02222,2600974,MI-82722,07,12,Detroit Leadership Academy High School,Detroit Leadership Academy,Wayne County,5845 AUBURN ST,DETROIT,MI,48228,3905,(313)769-2015,11,City: Large,Yes,No,Yes,Yes,283.00000,15.80000,17.9100000,276.00000,2.00000,–
260106208462,MI-82704-02015,2601062,MI-82704,06,12,Detroit Public Safety Academy,Detroit Public Safety Academy,Wayne County,1250 ROSA PARKS BLVD,DETROIT,MI,48216,1950,(313)965-6916,11,City: Large,Yes,No,Yes,Yes,162.00000,9.30000,17.4200000,156.00000,3.00000,–
260110300093,MI-82015-07794,2601103,MI-82015,09,12,Detroit School of Arts,Detroit Public Schools Community District,Wayne County,123 SELDEN ST,DETROIT,MI,48201,2003,(313)494-6000,11,City: Large,No,No,Yes,Yes,419.00000,33.00000,12.7000000,292.00000,7.00000,–
268075501385,MI-53000-08874,2680755,MI-53000,KG,12,Developmental ClassroomsWSESD,West Shore Educational Service District,Mason County,2130 WEST US HIGHWAY 10,LUDINGTON,MI,49431,8319,(231)898-1671,41,Rural: Fringe,No,No,No,†,88.00000,16.50000,5.3300000,62.00000,3.00000,–
261155004582,MI-19010-00912,2611550,MI-19010,09,12,DeWitt High School,DeWitt Public Schools,Clinton County,PO Box 800,DeWitt,MI,48820,0800,(517)668-3100,21,Suburb: Large,No,No,No,†,995.00000,49.67000,20.0300000,130.00000,27.00000,–
