School Name,u_school_id,school_district,school_district_id,total_students,teachers,student_teacher_ratio,lunch_free_count,lunch_reduced_count,lunch_total_count,9th,10th,11th,12th,demo_pct_American Indian,demo_pct_Asian,demo_pct_Black,demo_pct_Hispanic,demo_pct_Pacific Islander,demo_pct_White,demo_pct_Two_or_More,Male,Female,HS_ENROLL,Coed,Relig,Locale_x,Community_Type,Charter,Magnet,Relig_subtype,type,Street Address,City,State,ZIP,Locale_y,PSS_COUNTY_NO,County FIPS,Phone,Locale,student_teacher_info,County Name,PSS_ASSOC_1,Title I School,Title 1 School Wide
Flex High Burton,260111708953,Flex High School Of Michigan,2601117.0,95.0,1.63,58.28,92,0,92,76.0,12.0,2.0,5.0,0.010526315789473684,0.0,0.4105263157894737,0.15789473684210525,0.0,0.3473684210526316,0.07368421052631578,0.00631578947368421,0.004210526315789474,90.0,Yes,None,Suburb: Large,Suburban,Yes,No,None,public,1245 S CENTER RD,BURTON,MI,48509,Suburb: Large,,,,,,,,,
Flex High North Flint,260111708862,Flex High School Of Michigan,2601117.0,144.0,3.33,43.24,141,0,141,95.0,25.0,17.0,7.0,0.0,0.0,0.7708333333333334,0.034722222222222224,0.0,0.125,0.06944444444444445,0.0029899691358024694,0.0039544753086419755,137.0,Yes,None,City: Small,City,Yes,No,None,public,4945 CLIO RD,FLINT,MI,48504,City: Small,,,,,,,,,
FlexTech High School,260098408257,Flextech High School,2600984.0,214.0,14.3,14.97,76,4,80,24.0,34.0,58.0,98.0,0.004672897196261682,0.0,0.0,0.004672897196261682,0.0,0.985981308411215,0.004672897196261682,0.0024237924709581624,0.00224910472530352,116.0,Yes,None,Suburb: Midsize,Suburban,Yes,No,None,public,7707 Conference Center Road,Brighton,MI,48114,Suburb: Midsize,,,,,,,,,
Flextech High School Shepherd,260112208877,Flextech High School Shepherd,2601122.0,68.0,5.8,11.72,30,3,33,20.0,13.0,10.0,14.0,0.0,0.029411764705882353,0.0,0.058823529411764705,0.014705882352941176,0.8676470588235294,0.029411764705882353,0.008001730103806228,0.006704152249134948,43.0,Yes,None,Rural: Distant,Rural,Yes,No,None,public,380 W BLANCHARD RD,SHEPHERD,MI,48883,Rural: Distant,,,,,,,,,
Flushing High School,261455005145,Flushing Community Schools,2614550.0,1275.0,68.07,18.73,434,72,506,347.0,306.0,309.0,311.0,0.00392156862745098,0.01803921568627451,0.10352941176470588,0.04941176470588235,0.002352941176470588,0.779607843137255,0.043137254901960784,0.00039307958477508654,0.0003912341407151096,962.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,5039 DELAND RD,FLUSHING,MI,48433,Suburb: Large,,,,,,,,,
Fordson High School,261160004591,Dearborn City School District,2611600.0,2435.0,120.0,20.29,"2,033",61,"2,094",788.0,604.0,507.0,536.0,0.0,0.004928131416837783,0.01108829568788501,0.0053388090349075976,0.0,0.97782340862423,0.0008213552361396304,0.000224987245381985,0.0001856903726878302,1899.0,Yes,None,City: Midsize,City,No,No,None,public,13800 FORD RD,DEARBORN,MI,48126,City: Midsize,,,,,,,,,
Forest Area High School,261457005151,Forest Area Community Schools,2614570.0,162.0,10.91,14.85,101,13,114,44.0,48.0,32.0,38.0,0.012345679012345678,0.006172839506172839,0.018518518518518517,0.024691358024691357,0.0,0.9259259259259259,0.012345679012345678,0.002552964487120866,0.0036198750190519742,124.0,Yes,None,Rural: Distant,Rural,No,No,None,public,7741 SHIPPY RD SOUTHWEST,FIFE LAKE,MI,49633,Rural: Distant,,,,,,,,,
Fowler High School,261470005168,Fowler Public Schools,2614700.0,184.0,9.44,19.49,29,12,41,51.0,44.0,43.0,46.0,0.0,0.010869565217391304,0.005434782608695652,0.016304347826086956,0.0,0.967391304347826,0.0,0.002953686200378072,0.00248109640831758,138.0,Yes,None,Rural: Distant,Rural,No,Yes,None,public,700 SOUTH WRIGHT RD,FOWLER,MI,48835,Rural: Distant,,,,,,,,,
Fowlerville High School,261473005170,Fowlerville Community Schools,2614730.0,846.0,40.0,21.15,199,46,245,229.0,208.0,214.0,195.0,0.0070921985815602835,0.008274231678486997,0.014184397163120567,0.027186761229314422,0.001182033096926714,0.933806146572104,0.008274231678486997,0.0006161661888234998,0.0005658669081032142,651.0,Yes,None,Town: Fringe,Town,No,No,None,public,7677 WEST SHARPE RD STE A,FOWLERVILLE,MI,48836,Town: Fringe,,,,,,,,,
Fowlerville Online Learning Academy,261473008221,Fowlerville Community Schools,2614730.0,70.0,0.0,†,35,0,35,3.0,4.0,13.0,,0.014285714285714285,0.0,0.02857142857142857,0.014285714285714285,0.0,0.9428571428571428,0.0,0.0065306122448979586,0.007755102040816326,20.0,Yes,None,Town: Fringe,Town,No,No,None,public,7677 WEST SHARPE RD STE A,FOWLERVILLE,MI,48836,Town: Fringe,,,,,,,,,
Frankenmuth High School,261476005172,Frankenmuth School District,2614760.0,534.0,21.68,24.63,63,6,69,123.0,144.0,140.0,123.0,0.0,0.00749063670411985,0.020599250936329586,0.04119850187265917,0.0,0.9157303370786517,0.0149812734082397,0.0009924392262480887,0.0008802199497818737,407.0,Yes,None,Town: Fringe,Town,No,No,None,public,525 EAST GENESEE ST,FRANKENMUTH,MI,48734,Town: Fringe,,,,,,,,,
Frankfort High School,261479005176,Frankfort-elberta Area Schools,2614790.0,236.0,16.45,14.35,115,7,122,47.0,40.0,41.0,35.0,0.00847457627118644,0.00423728813559322,0.0,0.05084745762711865,0.0,0.8728813559322034,0.0635593220338983,0.00231614478598104,0.0019211433496121805,128.0,Yes,None,Rural: Remote,Rural,No,No,None,public,534 11TH ST,FRANKFORT,MI,49635,Rural: Remote,,,,,,,,,
Franklin High School,262184005882,Livonia Public Schools School District,2621840.0,1354.0,67.23,20.14,433,34,467,353.0,331.0,322.0,348.0,0.0051698670605613,0.016986706056129987,0.0915805022156573,0.08124076809453472,0.0,0.758493353028065,0.0465288035450517,0.0003916400664151734,0.00034691237080786944,1006.0,Yes,None,City: Small,City,No,No,None,public,31000 JOY RD,LIVONIA,MI,48150,City: Small,,,,,,,,,
Fraser High School,261482005179,Fraser Public Schools,2614820.0,1527.0,78.63,19.42,533,46,579,367.0,411.0,364.0,385.0,0.0013097576948264572,0.016371971185330715,0.14341846758349705,0.029469548133595286,0.0006548788474132286,0.7531106745252129,0.05566470203012443,0.0003366600492595838,0.0003182187981536448,1142.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,34270 GARFIELD RD,FRASER,MI,48026,Suburb: Large,,,,,,,,,
Frederick Douglass Academy for Young Men,260110307415,Detroit Public Schools Community District,2601103.0,62.0,11.03,5.62,41,0,41,13.0,28.0,10.0,11.0,0.0,0.0,0.9516129032258065,0.016129032258064516,0.0,0.03225806451612903,0.0,0.016129032258064516,0.0,51.0,Yes,None,City: Large,City,No,No,None,public,2001 WEST WARREN AVE,DETROIT,MI,48208,City: Large,,,,,,,,,
Frederick V Pankow Center,262187000628,L'anse Creuse Public Schools,2621870.0,1.0,28.74,0.03,‡,‡,‡,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,24600 F V PANKOW,CLINTON TOWNSHIP,MI,48036,Suburb: Large,,,,,,,,,
Freeland Middle SchoolHigh School,261506005188,Freeland Community School District,2615060.0,889.0,40.1,22.17,144,17,161,147.0,145.0,143.0,130.0,0.0011248593925759281,0.00562429696287964,0.007874015748031496,0.04499437570303712,0.0,0.9145106861642295,0.025871766029246346,0.0006149400053902149,0.0005099193871857131,435.0,Yes,None,Suburb: Small,Suburban,No,No,None,public,8250 WEBSTER RD,FREELAND,MI,48623,Suburb: Small,,,,,,,,,
Fremont High School,261515005194,Fremont Public School District,2615150.0,684.0,33.8,20.24,283,152,435,167.0,204.0,147.0,165.0,0.0014619883040935672,0.017543859649122806,0.014619883040935672,0.059941520467836254,0.0,0.9064327485380117,0.0,0.0007395437912520093,0.0007224445128415581,518.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,5421 S WARNER AVE,FREMONT,MI,49412,Rural: Fringe,,,,,,,,,
Fruitport Adult Education,261539007822,Fruitport Community Schools,2615390.0,18.0,2.0,9.0,13,1,14,2.0,3.0,6.0,7.0,0.0,0.0,0.05555555555555555,0.1111111111111111,0.0,0.7777777777777778,0.05555555555555555,0.021604938271604937,0.03395061728395062,11.0,Yes,None,Suburb: Midsize,Suburban,No,No,None,public,3255 PONTALUNA RD,FRUITPORT,MI,49415,Suburb: Midsize,,,,,,,,,
Fruitport Alternative High School,261539001794,Fruitport Community Schools,2615390.0,17.0,1.0,17.0,13,0,13,0.0,5.0,6.0,6.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.8823529411764706,0.058823529411764705,0.03806228373702422,0.020761245674740487,11.0,Yes,None,Suburb: Midsize,Suburban,No,No,None,public,3255 PONTALUNA RD,FRUITPORT,MI,49415,Suburb: Midsize,,,,,,,,,
Fruitport High School,261539005199,Fruitport Community Schools,2615390.0,802.0,38.6,20.78,356,31,387,227.0,197.0,205.0,173.0,0.01371571072319202,0.018703241895261846,0.032418952618453865,0.057356608478802994,0.0012468827930174563,0.8528678304239401,0.02369077306733167,0.0006265508299077741,0.0006203319631096822,629.0,Yes,None,Suburb: Midsize,Suburban,No,No,None,public,357 NORTH 6TH AVE,FRUITPORT,MI,49415,Suburb: Midsize,,,,,,,,,
Fulton High School,261542005202,Fulton Schools,2615420.0,162.0,5.55,29.19,63,4,67,52.0,30.0,43.0,37.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.8950617283950617,0.04938271604938271,0.003315043438500229,0.0028577960676726107,125.0,Yes,None,Rural: Distant,Rural,No,No,None,public,8060 ELY HWY,MIDDLETON,MI,48856,Rural: Distant,,,,,,,,,
GalesburgAugusta Alternative Education,261545008314,Galesburg-augusta Community Schools,2615450.0,7.0,0.0,†,‡,‡,‡,1.0,2.0,2.0,2.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.12244897959183673,0.02040816326530612,5.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,1076 N 37th Street,Galesburg,MI,49053,Rural: Fringe,,,,,,,,,
GalesburgAugusta High School,261545005205,Galesburg-augusta Community Schools,2615450.0,366.0,22.78,16.07,135,10,145,80.0,68.0,71.0,73.0,0.00546448087431694,0.0,0.02459016393442623,0.040983606557377046,0.0,0.8743169398907104,0.0546448087431694,0.0013959807698050105,0.0013362596673534594,219.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,1076 NORTH 37TH ST,GALESBURG,MI,49053,Rural: Fringe,,,,,,,,,
Garber High School,261353005024,Essexville-hampton Public Schools,2613530.0,546.0,58.63,9.31,144,14,158,168.0,118.0,120.0,140.0,0.0,0.005494505494505495,0.01098901098901099,0.040293040293040296,0.0,0.9139194139194139,0.029304029304029304,0.0009358773095036831,0.0008956245219981483,406.0,Yes,None,Suburb: Small,Suburban,No,No,None,public,213 PINE ST,ESSEXVILLE,MI,48732,Suburb: Small,,,,,,,,,
Garden City High School,261554005213,Garden City Public Schools,2615540.0,856.0,60.5,14.15,355,31,386,306.0,190.0,187.0,173.0,0.004672897196261682,0.017523364485981307,0.08995327102803738,0.06775700934579439,0.002336448598130841,0.7897196261682243,0.028037383177570093,0.0005882063935714909,0.0005800179054939296,683.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,6500 MIDDLEBELT RD,GARDEN CITY,MI,48135,Suburb: Large,,,,,,,,,
Gateway to CollegeMott Community College,261452008443,Flint School District Of The City Of,2614520.0,16.0,0.0,†,11,0,11,1.0,4.0,6.0,5.0,0.0,0.0,0.5,0.0,0.0625,0.4375,0.0,0.01953125,0.04296875,11.0,Yes,None,City: Small,City,No,Yes,None,public,923 EAST KEARSLEY ST,FLINT,MI,48503,City: Small,,,,,,,,,
Gateway To Success Academy,260109708715,Gateway To Success Academy,2601097.0,122.0,7.2,16.94,92,2,94,36.0,21.0,23.0,,0.0,0.0,0.08196721311475409,0.1557377049180328,0.0,0.7377049180327869,0.02459016393442623,0.0041655468959957,0.00403117441547971,80.0,Yes,None,Rural: Distant,Rural,Yes,No,None,public,526 N SCOTTVILLE RD,SCOTTVILLE,MI,49454,Rural: Distant,,,,,,,,,
Gaylord High SchoolVoc Bldg,261573005225,Gaylord Community Schools,2615730.0,960.0,48.08,19.97,377,41,418,245.0,259.0,199.0,257.0,0.009375,0.007291666666666667,0.009375,0.025,0.0010416666666666667,0.9260416666666667,0.021875,0.0005251736111111111,0.0005164930555555555,703.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,90 LIVINGSTON BLVD,GAYLORD,MI,49735,Rural: Fringe,,,,,,,,,
Genesee County Jail,262472008665,MT. Morris Consolidated Schools,2624720.0,18.0,2.67,6.74,12,0,12,0.0,18.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.1111111111111111,0.0,0.05555555555555555,0.0,0.05246913580246913,0.0030864197530864196,18.0,Yes,None,City: Small,City,No,No,None,public,1000 EAST MOUNT MORRIS ST,MOUNT MORRIS,MI,48458,City: Small,,,,,,,,,
Genesee County Juvenile Justice Center,262472008659,MT. Morris Consolidated Schools,2624720.0,17.0,2.33,7.3,13,0,13,11.0,,,,0.0,0.0,0.35294117647058826,0.058823529411764705,0.0,0.5294117647058824,0.058823529411764705,0.04844290657439446,0.010380622837370243,11.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,1000 EAST MOUNT MORRIS ST,MOUNT MORRIS,MI,48458,Suburb: Large,,,,,,,,,
Genesee Early College,260789007793,Carman-ainsworth Community Schools,2607890.0,165.0,0.0,†,85,5,90,32.0,31.0,34.0,68.0,0.0,0.006060606060606061,0.44242424242424244,0.12727272727272726,0.0,0.36363636363636365,0.06060606060606061,0.002130394857667585,0.003930211202938475,97.0,Yes,None,City: Small,City,No,No,None,public,2413 WEST MAPLE AVE,FLINT,MI,48507,City: Small,,,,,,,,,
Genesee High School,261575005229,Genesee School District,2615750.0,356.0,16.93,21.03,276,40,316,70.0,53.0,57.0,56.0,0.0056179775280898875,0.0056179775280898875,0.08146067415730338,0.12640449438202248,0.0,0.7191011235955056,0.06179775280898876,0.0013334806211336952,0.0014755081429112485,180.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,PO Box 220,Genesee,MI,48437,Suburb: Large,,,,,,,,,
Gladstone Area High School,261597005245,Gladstone Area Schools,2615970.0,443.0,21.21,20.89,123,22,145,139.0,101.0,95.0,108.0,0.0654627539503386,0.004514672686230248,0.011286681715575621,0.011286681715575621,0.0,0.891647855530474,0.01580135440180587,0.0011872671962659682,0.001070069146849156,335.0,Yes,None,Rural: Fringe,Rural,No,Yes,None,public,2100 STATE HIGHWAY M35,GLADSTONE,MI,49837,Rural: Fringe,,,,,,,,,
Gladwin Community Alternative HS,261599000518,Gladwin Community Schools,2615990.0,26.0,2.13,12.21,17,2,19,0.0,5.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.8846153846153846,0.11538461538461539,0.016272189349112426,0.022189349112426034,12.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,401 NORTH BOWERY AVE,GLADWIN,MI,48624,Rural: Fringe,,,,,,,,,
Gladwin High School,261599007485,Gladwin Community Schools,2615990.0,498.0,21.2,23.49,207,10,217,143.0,120.0,133.0,102.0,0.002008032128514056,0.008032128514056224,0.002008032128514056,0.02208835341365462,0.0,0.9578313253012049,0.008032128514056224,0.0010282092224318962,0.00097982290608216,396.0,Yes,None,Town: Distant,Town,No,No,None,public,1400 NORTH SPRING ST,GLADWIN,MI,48624,Town: Distant,,,,,,,,,
Gobles High School,261605005256,Gobles Public School District,2616050.0,346.0,17.2,20.12,155,13,168,64.0,54.0,26.0,,0.0,0.011560693641618497,0.008670520231213872,0.057803468208092484,0.002890173410404624,0.8786127167630058,0.04046242774566474,0.0016037956497043,0.0012863777607003241,144.0,Yes,None,Rural: Distant,Rural,No,No,None,public,PO Box 412,Gobles,MI,49055,Rural: Distant,,,,,,,,,
Godwin Heights Learning Center,261611000897,Godwin Heights Public Schools,2616110.0,71.0,0.5,142.0,66,1,67,0.0,8.0,13.0,50.0,0.0,0.0,0.30985915492957744,0.5070422535211268,0.0,0.09859154929577464,0.08450704225352113,0.00833168022217814,0.005752826820075382,21.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,3529 DIVISION AVE S,GRAND RAPIDS,MI,49548,Suburb: Large,,,,,,,,,
Godwin Heights Senior High School,261611005261,Godwin Heights Public Schools,2616110.0,738.0,40.52,18.21,579,53,632,188.0,187.0,205.0,158.0,0.0040650406504065045,0.017615176151761516,0.23848238482384823,0.5704607046070461,0.0013550135501355014,0.1016260162601626,0.06639566395663957,0.0007068837626045638,0.0006481297875309376,580.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,50 35TH ST SW,GRAND RAPIDS,MI,49548,Suburb: Large,,,,,,,,,
Gogebic Co Community Education,261947001791,Ironwood Area Schools Of Gogebic County,2619470.0,29.0,1.49,19.46,26,0,26,8.0,12.0,4.0,5.0,0.06896551724137931,0.0,0.034482758620689655,0.0,0.0,0.8620689655172413,0.034482758620689655,0.020214030915576692,0.014268727705112961,24.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,650 EAST AYER ST,IRONWOOD,MI,49938,Rural: Fringe,,,,,,,,,
Goodrich High School,261632005267,Goodrich Area Schools,2616320.0,689.0,36.09,19.09,137,16,153,165.0,169.0,164.0,191.0,0.001451378809869376,0.008708272859216255,0.011611030478955007,0.03483309143686502,0.001451378809869376,0.93033381712627,0.011611030478955007,0.0007330621565087704,0.0007183166533606055,498.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,8029 GALE RD,GOODRICH,MI,48438,Rural: Fringe,,,,,,,,,
Grand Blanc Community High School,261635005272,Grand Blanc Community Schools,2616350.0,2518.0,115.27,21.84,706,77,783,713.0,628.0,571.0,606.0,0.0011914217633042098,0.03733121525019857,0.1834789515488483,0.052025416997617153,0.0007942811755361397,0.6552819698173153,0.0698967434471803,0.00019793941129822386,0.00019920117646984604,1912.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,12500 HOLLY RD,GRAND BLANC,MI,48439,Suburb: Large,,,,,,,,,
Grand Haven High School,261638005282,Grand Haven Area Public Schools,2616380.0,1727.0,93.58,18.45,381,44,425,482.0,422.0,404.0,419.0,0.0017371163867979154,0.01679212507237985,0.018529241459177764,0.05906195715112913,0.0005790387955993051,0.8772437753329473,0.02605674580196873,0.0002906928985434844,0.00028834589705582076,1308.0,Yes,None,Suburb: Midsize,Suburban,No,No,None,public,17001 FERRIS ST,GRAND HAVEN,MI,49417,Suburb: Midsize,,,,,,,,,
Grand Ledge High School,261641005293,Grand Ledge Public Schools,2616410.0,1635.0,82.5,19.82,337,66,403,396.0,405.0,408.0,426.0,0.004892966360856269,0.03486238532110092,0.04342507645259939,0.07951070336391437,0.0012232415902140672,0.7889908256880734,0.04709480122324159,0.000299263997605888,0.00031235679750114565,1209.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,820 SPRING ST,GRAND LEDGE,MI,48837,Suburb: Large,,,,,,,,,
Grand Rapids Learning Center,261644008226,Grand Rapids Public Schools,2616440.0,51.0,2.0,25.5,33,4,37,0.0,0.0,6.0,45.0,0.0196078431372549,0.0,0.23529411764705882,0.4117647058823529,0.0,0.21568627450980393,0.11764705882352941,0.011534025374855825,0.008073817762399077,6.0,Yes,None,City: Midsize,City,No,No,None,public,143 BOSTWICK AVE NORTHEAST,GRAND RAPIDS,MI,49503,City: Midsize,,,,,,,,,
Grand Rapids Montessori MiddleHigh,261644008881,Grand Rapids Public Schools,2616440.0,192.0,11.8,16.27,116,22,138,38.0,36.0,26.0,23.0,0.010416666666666666,0.0,0.2760416666666667,0.19270833333333334,0.005208333333333333,0.40625,0.109375,0.0029296875,0.0022786458333333335,100.0,Yes,None,City: Midsize,City,No,No,None,public,421 FOUNTAIN ST NE,GRAND RAPIDS,MI,49503,City: Midsize,,,,,,,,,
Grand Rapids Public Museum High,261644008677,Grand Rapids Public Schools,2616440.0,272.0,16.2,16.79,140,29,169,84.0,62.0,68.0,58.0,0.007352941176470588,0.011029411764705883,0.16544117647058823,0.25735294117647056,0.0,0.4889705882352941,0.06985294117647059,0.001986916089965398,0.001689554498269896,214.0,Yes,None,City: Midsize,City,No,No,None,public,54 JEFFERSON AVE SE,GRAND RAPIDS,MI,49503,City: Midsize,,,,,,,,,
Grand Rapids University Preparatory Academy,261644007902,Grand Rapids Public Schools,2616440.0,449.0,29.22,15.37,372,32,404,82.0,77.0,62.0,,0.0,0.0066815144766146995,0.43429844097995546,0.4766146993318486,0.0,0.035634743875278395,0.0467706013363029,0.0010267806211278715,0.0012003908710770284,221.0,Yes,None,City: Midsize,City,No,Yes,None,public,512 DIVISION AVE S,GRAND RAPIDS,MI,49503,City: Midsize,,,,,,,,,
Grand River Preparatory High School,260109507913,Grand River Preparatory High School,2601095.0,601.0,27.83,21.6,378,52,430,196.0,168.0,115.0,122.0,0.0016638935108153079,0.02329450915141431,0.20299500831946754,0.4891846921797005,0.0033277870216306157,0.22628951747088186,0.05324459234608985,0.0007475062361399885,0.0009163872746753192,479.0,Yes,None,City: Small,City,Yes,No,None,public,650 52nd St SE,Grand Rapids,MI,49548,City: Small,,,,,,,,,
Grandville Education Center,261647008958,Grandville Public Schools,2616470.0,26.0,1.15,22.61,12,4,16,0.0,1.0,8.0,17.0,0.0,0.0,0.15384615384615385,0.2692307692307692,0.0,0.5384615384615384,0.038461538461538464,0.02366863905325444,0.014792899408284025,9.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,3481 FAIRLANES AVE SW,GRANDVILLE,MI,49418,Suburb: Large,,,,,,,,,
Grandville High School,261647005381,Grandville Public Schools,2616470.0,1837.0,103.85,17.69,505,84,589,481.0,444.0,473.0,429.0,0.002177463255307567,0.03647250952640174,0.04463799673380512,0.1301034295046271,0.0010887316276537834,0.7283614589003811,0.05715841045182363,0.00027055306914749706,0.0002738127446793946,1398.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,4700 CANAL AVE SW,GRANDVILLE,MI,49418,Suburb: Large,,,,,,,,,
Grant High School,261650005387,Grant Public School District,2616500.0,541.0,23.23,23.29,260,37,297,139.0,155.0,127.0,120.0,0.0073937153419593345,0.0018484288354898336,0.0073937153419593345,0.14417744916820702,0.0,0.8059149722735675,0.033271719038817,0.0009464228972840739,0.0009020059382057599,421.0,Yes,None,Rural: Distant,Rural,No,No,None,public,331 EAST STATE RD,GRANT,MI,49327,Rural: Distant,,,,,,,,,
Grant Learning Center,261650002052,Grant Public School District,2616500.0,64.0,0.73,87.67,17,0,17,0.0,2.0,8.0,20.0,0.0,0.015625,0.0,0.640625,0.0,0.3125,0.03125,0.0107421875,0.0048828125,10.0,Yes,None,Rural: Distant,Rural,No,No,None,public,331 E STATE RD,GRANT,MI,49327,Rural: Distant,,,,,,,,,
Grass Lake High School,261683005391,Grass Lake Community Schools,2616830.0,360.0,19.1,18.85,74,22,96,92.0,99.0,80.0,89.0,0.013888888888888888,0.005555555555555556,0.002777777777777778,0.05,0.0,0.9138888888888889,0.013888888888888888,0.0014043209876543209,0.0013734567901234568,271.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,11500 WARRIOR TRL,GRASS LAKE,MI,49240,Rural: Fringe,,,,,,,,,
Grayling High School,261103004561,Crawford Ausable Schools,2611030.0,459.0,25.66,17.89,204,18,222,116.0,142.0,89.0,112.0,0.006535947712418301,0.006535947712418301,0.006535947712418301,0.037037037037037035,0.006535947712418301,0.8954248366013072,0.04139433551198257,0.0011534025374855825,0.0010252466999871844,347.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,1135 NORTH OLD 27,GRAYLING,MI,49738,Rural: Fringe,,,,,,,,,
Great Lakes Bay Early College,268093008290,Saginaw Isd,2680930.0,207.0,14.99,13.81,53,5,58,,19.0,50.0,138.0,0.0,0.01932367149758454,0.14009661835748793,0.12560386473429952,0.0,0.6956521739130435,0.01932367149758454,0.0016336437256412053,0.00319727414875493,69.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,1961 DELTA RD,UNIV CTR,MI,48710,Rural: Fringe,,,,,,,,,
Great Lakes Learning Academy MSHS,260105008571,Great Lakes Learning Academy,2601050.0,500.0,21.18,23.61,247,33,280,93.0,99.0,79.0,,0.006,0.012,0.124,0.074,0.002,0.734,0.048,0.00092,0.00108,271.0,Yes,None,Suburb: Large,Suburban,Yes,No,None,public,2875 EYDE PKWY,EAST LANSING,MI,48823,Suburb: Large,,,,,,,,,
Great Lakes Learning Academy HS,260105008885,Great Lakes Learning Academy,2601050.0,418.0,18.87,22.15,258,18,276,164.0,127.0,82.0,45.0,0.0023923444976076554,0.009569377990430622,0.20574162679425836,0.06937799043062201,0.0,0.645933014354067,0.06698564593301436,0.001179002312218127,0.0012133421853895287,373.0,Yes,None,Suburb: Large,Suburban,Yes,No,None,public,2875 EYDE PKWY,EAST LANSING,MI,48823,Suburb: Large,,,,,,,,,
Greenville Senior High School,261716005395,Greenville Public Schools,2617160.0,1089.0,51.0,21.35,544,60,604,304.0,267.0,248.0,270.0,0.0027548209366391185,0.009182736455463728,0.018365472910927456,0.050505050505050504,0.0018365472910927456,0.8999081726354453,0.017447199265381085,0.0004587152095291339,0.00045955843601723896,819.0,Yes,None,Town: Distant,Town,No,No,None,public,111 NORTH HILLCREST ST,GREENVILLE,MI,48838,Town: Distant,,,,,,,,,
Grosse Ile High School,261722005401,Grosse Ile Township Schools,2617220.0,562.0,28.66,19.61,46,8,54,112.0,161.0,136.0,153.0,0.0071174377224199285,0.04448398576512456,0.008896797153024912,0.05338078291814947,0.0,0.8612099644128114,0.02491103202846975,0.0008801813553526424,0.0008991780752523399,409.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,7800 GRAYS DR,GROSSE ILE,MI,48138,Suburb: Large,,,,,,,,,
Grosse Pointe North High School,262574006230,Grosse Pointe Public Schools,2625740.0,1147.0,68.17,16.83,269,32,301,257.0,288.0,285.0,301.0,0.0034873583260680036,0.01918047079337402,0.2842197035745423,0.03051438535309503,0.0017436791630340018,0.6181342632955537,0.042720139494333044,0.00042945890458335263,0.0004423806769336482,830.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,707 VERNIER RD,GROSSE POINTE WOODS,MI,48236,Suburb: Large,,,,,,,,,
Grosse Pointe South High School,262574006220,Grosse Pointe Public Schools,2625740.0,1305.0,73.19,17.83,131,4,135,290.0,314.0,331.0,356.0,0.0022988505747126436,0.01685823754789272,0.05517241379310345,0.045210727969348656,0.0,0.8475095785440613,0.03295019157088123,0.0003951791664831697,0.00037110435842104494,935.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,11 GROSSE POINTE BLVD,GROSSE POINTE FARMS,MI,48236,Suburb: Large,,,,,,,,,
Gull Lake Gateway Academy,261725008228,Gull Lake Community Schools,2617250.0,36.0,2.0,18.0,16,2,18,2.0,1.0,13.0,20.0,0.0,0.027777777777777776,0.16666666666666666,0.027777777777777776,0.0,0.75,0.027777777777777776,0.013117283950617283,0.014660493827160495,16.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,10100 East D Avenue,Richland,MI,49083,Rural: Fringe,,,,,,,,,
Gull Lake High School,261725005406,Gull Lake Community Schools,2617250.0,849.0,45.35,18.72,153,31,184,220.0,220.0,199.0,210.0,0.002355712603062426,0.009422850412249705,0.03180212014134275,0.06007067137809187,0.0,0.8480565371024735,0.048292108362779744,0.0006048826236367597,0.0005729736778944535,639.0,Yes,None,Suburb: Midsize,Suburban,No,No,None,public,7753 NORTH 34TH ST,RICHLAND,MI,49083,Suburb: Midsize,,,,,,,,,
